dataset_ind,title,distortion
0,30 uniform,1.0186843749929706
0,30 uniform,1.2246846960499171
0,30 uniform,1.2246638422302205
0,30 uniform,1.012347595176406
0,30 uniform,1.1354147436069024
0,30 uniform,1.024406677990643
0,30 uniform,1.4224458111907938
0,30 uniform,1.0046569085857235
0,30 uniform,1.398295761942164
0,30 uniform,1.302581475413501
0,30 uniform,1.0035486427866676
0,30 uniform,1.0456494574881887
0,30 uniform,1.0797590811079367
0,30 uniform,1.2640459671634787
0,30 uniform,1.2765033398786396
0,30 uniform,1.0841083150246995
0,30 uniform,1.2670712524780101
0,30 uniform,1.0580864357289883
0,30 uniform,1.2249081772403674
0,30 uniform,1.1664486044204785
0,30 uniform,1.2697916242202942
0,30 uniform,1.195262964581966
0,30 uniform,1.2798025112952538
0,30 uniform,1.1734825064122885
0,30 uniform,1.1602358832035644
0,30 uniform,1.1241226912820212
0,30 uniform,1.1253616538454174
0,30 uniform,1.4648928790777593
0,30 uniform,1.2452220355665644
0,30 uniform,1.7163860517406957
0,30 uniform,1.1556014861075512
0,30 uniform,1.0444693716710105
0,30 uniform,1.2738743301807034
0,30 uniform,1.0198447389142755
0,30 uniform,1.0061612974518428
0,30 uniform,1.053526762475637
0,30 uniform,1.2494923737524222
0,30 uniform,1.0557954097677704
0,30 uniform,1.0044016648515979
0,30 uniform,1.02070067160414
0,30 uniform,1.3163829877565365
0,30 uniform,1.1119850222361982
0,30 uniform,1.041802759258214
0,30 uniform,1.2059838507048615
0,30 uniform,1.0374118547941789
0,30 uniform,1.1332965342111994
0,30 uniform,1.2690673784746767
0,30 uniform,1.0104353802541317
0,30 uniform,1.0291171738162306
0,30 uniform,1.050961384417761
0,30 uniform,1.1452706474877652
0,30 uniform,1.0138151916322446
0,30 uniform,1.4435690675929456
0,30 uniform,1.119280927803893
0,30 uniform,1.0391838230231527
0,30 uniform,1.0485236511157063
0,30 uniform,1.4320676889868003
0,30 uniform,1.1086352232343875
0,30 uniform,1.087412378988553
0,30 uniform,1.0665853638355818
0,30 uniform,1.006663255025466
0,30 uniform,1.1559651684385397
0,30 uniform,1.0019048942566526
0,30 uniform,1.032361805328536
0,30 uniform,1.1330169626419457
0,30 uniform,1.2195003296818858
0,30 uniform,1.3816013730799415
0,30 uniform,1.1097421241753884
0,30 uniform,1.0674682632705792
0,30 uniform,1.4361239881864953
0,30 uniform,1.1577677516269396
0,30 uniform,1.1074915959728007
0,30 uniform,1.0704140883134494
0,30 uniform,1.0533649401019833
0,30 uniform,1.044158830791127
0,30 uniform,1.1415710658285867
0,30 uniform,1.101355742525552
0,30 uniform,1.1374411030053464
0,30 uniform,1.0069475789500795
0,30 uniform,1.168140663689321
0,30 uniform,1.1453021856088828
0,30 uniform,1.1403433586091307
0,30 uniform,1.066638123775797
0,30 uniform,1.0329452633187675
0,30 uniform,1.0302641516466358
0,30 uniform,1.1989218866638094
0,30 uniform,1.0133955086129152
0,30 uniform,1.066309872728214
0,30 uniform,1.2345324552577437
0,30 uniform,1.0683445818485249
0,30 uniform,1.0073249267034876
0,30 uniform,1.0354200032572614
0,30 uniform,1.0362907655509643
0,30 uniform,1.0213849507353092
0,30 uniform,1.018027538511873
0,30 uniform,1.029177788782253
0,30 uniform,1.0236813453464355
0,30 uniform,1.0927626698756647
0,30 uniform,1.0074236168605162
0,30 uniform,1.1215002275589443
0,30 uniform,1.0670491879589228
0,30 uniform,1.1648062788370444
0,30 uniform,1.043570404854136
0,30 uniform,1.1339073688256882
0,30 uniform,1.0254515944057379
0,30 uniform,1.4632729011882064
0,30 uniform,1.2969393185644287
0,30 uniform,1.0026917811107674
0,30 uniform,1.0131406871241329
0,30 uniform,1.0416326198856118
0,30 uniform,1.2261052048522822
0,30 uniform,1.277776433292963
0,30 uniform,1.221567545121122
0,30 uniform,1.0198732734416374
0,30 uniform,1.0723709907390004
0,30 uniform,1.0821772220448804
0,30 uniform,1.5187708861972125
0,30 uniform,1.2774822344866918
0,30 uniform,1.1105421489607015
0,30 uniform,1.1174594430878237
0,30 uniform,1.0104482698104524
0,30 uniform,1.0404805910597288
0,30 uniform,1.0047556202154693
0,30 uniform,1.1306833993084773
0,30 uniform,1.0952288038074665
0,30 uniform,1.1350797597216766
0,30 uniform,1.1267957397201116
0,30 uniform,1.0934774214170957
0,30 uniform,1.0557653835651464
0,30 uniform,1.0423902407532841
0,30 uniform,1.0818915860217466
0,30 uniform,1.0884177108989086
0,30 uniform,1.4130593576159678
0,30 uniform,1.0488989028355296
0,30 uniform,1.0531659219590432
0,30 uniform,1.0095725475631445
0,30 uniform,1.127431781043482
0,30 uniform,1.0512197243820514
0,30 uniform,1.2762312275638732
0,30 uniform,1.049410250187051
0,30 uniform,1.2114117435961471
0,30 uniform,1.0806289078288005
0,30 uniform,1.0207665568358881
0,30 uniform,1.0455198985053167
0,30 uniform,1.2770883588515636
0,30 uniform,1.2228572076468283
0,30 uniform,1.0913212264487047
0,30 uniform,1.2396419375680832
0,30 uniform,1.1758604576470817
0,30 uniform,1.1362664027727982
0,30 uniform,1.0657063719136284
0,30 uniform,1.2238801304471847
0,30 uniform,1.1282631399236107
0,30 uniform,1.1497607248131159
0,30 uniform,1.0251329304955994
0,30 uniform,1.0605052256598635
0,30 uniform,1.0354861971621923
0,30 uniform,1.0887517696847047
0,30 uniform,1.1958100112275185
0,30 uniform,1.103899248058108
0,30 uniform,1.2713183452796146
0,30 uniform,1.0617854619273135
0,30 uniform,1.0156436959464799
0,30 uniform,1.0472792640034396
0,30 uniform,1.255446988252271
0,30 uniform,1.004834286611574
0,30 uniform,1.0861552534317584
0,30 uniform,1.0896341856232707
0,30 uniform,1.0016724109495385
0,30 uniform,1.0548674358318164
0,30 uniform,1.0287710668436683
0,30 uniform,1.2563285964536604
0,30 uniform,1.472807550805239
0,30 uniform,1.0075060733510228
0,30 uniform,1.2279328334868325
0,30 uniform,1.4161209292595063
0,30 uniform,1.3519270880989223
0,30 uniform,1.009174643248875
0,30 uniform,1.0010298995712736
0,30 uniform,1.042129993678384
0,30 uniform,1.0932489495484445
0,30 uniform,1.03303605338663
0,30 uniform,1.0056477404683273
0,30 uniform,1.1162975815191065
0,30 uniform,1.339008830442489
0,30 uniform,1.0276498987845097
0,30 uniform,1.079894328280704
0,30 uniform,1.1974476025243335
0,30 uniform,1.2135727541551165
0,30 uniform,1.091476570879961
0,30 uniform,1.0655276082332261
0,30 uniform,1.181287943353755
0,30 uniform,1.1444023551968738
0,30 uniform,1.1771941186948112
0,30 uniform,1.0715281963309577
0,30 uniform,1.0487177068449574
0,30 uniform,1.0322474661906145
0,30 uniform,1.1044774663270407
0,30 uniform,1.074522467187175
0,30 uniform,1.1482979474105925
0,30 uniform,1.1008469124335036
0,30 uniform,1.068146120458179
0,30 uniform,1.3631900046348218
0,30 uniform,1.0484816331340692
0,30 uniform,1.19683431337612
0,30 uniform,1.2854097487093508
0,30 uniform,1.0428561183828466
0,30 uniform,1.0994260270909715
0,30 uniform,1.0693843779134213
0,30 uniform,1.122970049154826
0,30 uniform,1.016226956686379
0,30 uniform,1.2819992031623992
0,30 uniform,1.2172098837678669
0,30 uniform,1.2840032515243738
0,30 uniform,1.3147326369591732
0,30 uniform,1.3584296086990826
0,30 uniform,1.1844317141535123
0,30 uniform,1.0745598594540406
0,30 uniform,1.0504231501256935
0,30 uniform,1.0756052437252486
0,30 uniform,1.008257546540123
0,30 uniform,1.1287991415157301
0,30 uniform,1.1759723979701162
0,30 uniform,1.3600346295318415
0,30 uniform,1.3310822929531148
0,30 uniform,1.0542612710543395
0,30 uniform,1.1270843193238411
0,30 uniform,1.0440031638949119
0,30 uniform,1.4729198329034012
0,30 uniform,1.2994927268108918
0,30 uniform,1.0815595023915299
0,30 uniform,1.0530070375101104
0,30 uniform,1.1038824052735925
0,30 uniform,1.0958312503080536
0,30 uniform,1.0199274409528754
0,30 uniform,1.0668517475443866
0,30 uniform,1.2423672665905545
0,30 uniform,1.295828695673025
0,30 uniform,1.149197594602172
0,30 uniform,1.088979325174036
0,30 uniform,1.0085735853872457
0,30 uniform,1.1923774214296403
0,30 uniform,1.0922593457770606
0,30 uniform,1.1931866602567816
0,30 uniform,1.0457133293283492
0,30 uniform,1.1183126296578114
0,30 uniform,1.138688097523962
0,30 uniform,1.0827181440878124
0,30 uniform,1.046670936269519
0,30 uniform,1.4635629228673768
0,30 uniform,1.048345282059749
0,30 uniform,1.0995777911864184
0,30 uniform,1.2948032380625274
0,30 uniform,1.0614441888609651
0,30 uniform,1.054708216221627
0,30 uniform,1.0333888042315706
0,30 uniform,1.0078435094029135
0,30 uniform,1.0322342557457667
0,30 uniform,1.063894716454081
0,30 uniform,1.2175212440105885
0,30 uniform,1.0817983146827796
0,30 uniform,1.3753345774043677
0,30 uniform,1.061308803081587
0,30 uniform,1.1279152220807365
0,30 uniform,1.0670029536136179
0,30 uniform,1.036219744398604
0,30 uniform,1.0189936446019119
0,30 uniform,1.460041262403023
0,30 uniform,1.080751849880256
0,30 uniform,1.105073726013021
0,30 uniform,1.185599714752267
0,30 uniform,1.054893319350452
0,30 uniform,1.0387941284545026
0,30 uniform,1.1563746188655286
0,30 uniform,1.0507670544013437
0,30 uniform,1.124374635994313
0,30 uniform,1.1456834571500905
0,30 uniform,1.4258337514422823
0,30 uniform,1.385184530568707
0,30 uniform,1.0571629832172762
0,30 uniform,1.0322864645170162
0,30 uniform,1.010024860477939
0,30 uniform,1.105517243792687
0,30 uniform,1.057232309866144
0,30 uniform,1.113412122119857
0,30 uniform,1.0137561405021585
0,30 uniform,1.5042117794508385
0,30 uniform,1.1261397188900566
0,30 uniform,1.1128037739633216
0,30 uniform,1.2079727066914
0,30 uniform,1.030029116779479
0,30 uniform,1.221296775648123
0,30 uniform,1.2305835835292651
0,30 uniform,1.071817992443551
0,30 uniform,1.1265284952307204
0,30 uniform,1.286080157838634
0,30 uniform,1.2553245698361926
0,30 uniform,1.0867587544435606
0,30 uniform,1.0794959919888596
0,30 uniform,1.2575961638301076
0,30 uniform,1.1899827297599592
0,30 uniform,1.1856844140178875
0,30 uniform,1.4507249357958603
0,30 uniform,1.1798391422352288
0,30 uniform,1.1471150897179037
0,30 uniform,1.3109223466729867
0,30 uniform,1.021374459975703
0,30 uniform,1.2541974988007825
0,30 uniform,1.02642446144998
0,30 uniform,1.1072099114861147
0,30 uniform,1.3109695266132253
0,30 uniform,1.0435262332654756
0,30 uniform,1.0383654513388525
0,30 uniform,1.1663230062061292
0,30 uniform,1.0390715228770508
0,30 uniform,1.5198898509244696
0,30 uniform,1.096190717936445
0,30 uniform,1.1262459833373464
0,30 uniform,1.2039277250754463
0,30 uniform,1.0462843821434984
0,30 uniform,1.3837153680642282
0,30 uniform,1.1354436258631433
0,30 uniform,1.0634666610194874
0,30 uniform,1.438384056073405
0,30 uniform,1.0108978717117
0,30 uniform,1.0549667796987028
0,30 uniform,1.030385146653019
0,30 uniform,1.056696721161608
0,30 uniform,1.019960164292878
0,30 uniform,1.0665514874694852
0,30 uniform,1.1837865129517178
0,30 uniform,1.060172770641414
0,30 uniform,1.0556178691697375
0,30 uniform,1.1052863068233156
0,30 uniform,1.0242841640190623
0,30 uniform,1.0398706832602487
0,30 uniform,1.0596129275417019
0,30 uniform,1.0480433912114004
0,30 uniform,1.133924798883835
0,30 uniform,1.4361456963337618
0,30 uniform,1.1235057538747442
0,30 uniform,1.2547381597391543
0,30 uniform,1.0591478825462664
0,30 uniform,1.3345662462175878
0,30 uniform,1.1691699379502678
0,30 uniform,1.3260246679159424
0,30 uniform,1.3503915289092645
0,30 uniform,1.186879008816489
0,30 uniform,1.0480613082921701
0,30 uniform,1.2948940236384126
0,30 uniform,1.1927356073448394
0,30 uniform,1.14113274708649
0,30 uniform,1.0361520562144562
0,30 uniform,1.0265108663395859
0,30 uniform,1.1372523397768177
0,30 uniform,1.368138504523033
0,30 uniform,1.2052842589418695
0,30 uniform,1.221897020904982
0,30 uniform,1.181587621441447
0,30 uniform,1.0535743733050802
0,30 uniform,1.2479994608357308
0,30 uniform,1.4124739399222732
0,30 uniform,1.1545863630047735
0,30 uniform,1.025100256516512
0,30 uniform,1.0437671090557439
0,30 uniform,1.0418806622029047
0,30 uniform,1.2628120275646246
0,30 uniform,1.1943952165100726
0,30 uniform,1.0789913998816916
0,30 uniform,1.5026508853951488
0,30 uniform,1.0945750378860535
0,30 uniform,1.1791405318828516
0,30 uniform,1.3000880812503952
0,30 uniform,1.0710379808053303
0,30 uniform,1.0225710067839113
0,30 uniform,1.0041171828898154
0,30 uniform,1.1275269853581047
0,30 uniform,1.1779020900921182
0,30 uniform,1.4359906695046447
0,30 uniform,1.0443485561314718
0,30 uniform,1.1595311556915169
0,30 uniform,1.1645227184844622
0,30 uniform,1.0009197182652365
0,30 uniform,1.4430694156851278
0,30 uniform,1.1014233237079054
0,30 uniform,1.47620641021795
0,30 uniform,1.0316002068886705
0,30 uniform,1.2397359564081996
0,30 uniform,1.0526739177696076
0,30 uniform,1.0247345402853156
0,30 uniform,1.3774985826086683
0,30 uniform,1.2081114350477573
0,30 uniform,1.201561408340057
0,30 uniform,1.1016095888610513
0,30 uniform,1.0119327810519245
0,30 uniform,1.0040921817322095
0,30 uniform,1.0655288077273326
0,30 uniform,1.2470205958272256
0,30 uniform,1.0220601368003845
0,30 uniform,1.0337729323149047
0,30 uniform,1.0990207081537322
0,30 uniform,1.1520528463702056
0,30 uniform,1.0503034163445397
0,30 uniform,1.081234606125721
0,30 uniform,1.0482915973863454
0,30 uniform,1.1071976447117482
0,30 uniform,1.2070528101988842
0,30 uniform,1.1576665105985784
0,30 uniform,1.1334162230645082
0,30 uniform,1.128202037490323
0,30 uniform,1.2983644889517267
0,30 uniform,1.0929636821424122
0,30 uniform,1.1561354446068222
0,30 uniform,1.2461597926594163
0,30 uniform,1.0474778381433092
0,30 uniform,1.0902865366914356
0,30 uniform,1.1217010564923686
0,30 uniform,1.1340201413839148
0,30 uniform,1.0025662428356925
0,30 uniform,1.0054021147076522
0,30 uniform,1.0916733908310536
0,30 uniform,1.3024675541403028
0,30 uniform,1.2647722963836219
0,30 uniform,1.2076900695836066
0,30 uniform,1.424882154659065
0,30 uniform,1.2318181097374932
0,30 uniform,1.1132324612410578
0,30 uniform,1.067589189200902
0,30 uniform,1.0748679684160694
0,30 uniform,1.0678876061591391
0,30 uniform,1.3721291084881233
0,30 uniform,1.0778747470965395
0,30 uniform,1.2778406243029816
0,30 uniform,1.0371632170686922
0,30 uniform,1.138245538361277
0,30 uniform,1.4022987375425218
0,30 uniform,1.413893927248857
0,30 uniform,1.0181573973035518
0,30 uniform,1.0924748291040984
0,30 uniform,1.220323293571307
0,30 uniform,1.1229268157082701
0,30 uniform,1.1144525157833673
0,30 uniform,1.0023766061857844
0,30 uniform,1.4066270821411697
0,30 uniform,1.009313301489457
0,30 uniform,1.2227923704903696
0,30 uniform,1.0162199505050582
0,30 uniform,1.0873848827779333
0,30 uniform,1.1689161687385994
0,30 uniform,1.0491352848960807
0,30 uniform,1.1481665637356677
0,30 uniform,1.022371843727344
0,30 uniform,1.024444980515944
0,30 uniform,1.3572545564357033
0,30 uniform,1.3245836618501488
0,30 uniform,1.0297924485717838
0,30 uniform,1.0603855346450533
0,30 uniform,1.255729403808315
0,30 uniform,1.1879637876998055
0,30 uniform,1.2170356023197926
0,30 uniform,1.0136065529825076
0,30 uniform,1.0277709136437485
0,30 uniform,1.1687380227717319
0,30 uniform,1.0378845637189458
0,30 uniform,1.240548437199096
0,30 uniform,1.3162660421555015
0,30 uniform,1.0792570956802017
0,30 uniform,1.014374230386757
0,30 uniform,1.0173673381706123
0,30 uniform,1.0911495906218838
0,30 uniform,1.108060760663246
0,30 uniform,1.017704815983148
0,30 uniform,1.1748827628003455
0,30 uniform,1.047331813647514
0,30 uniform,1.002420598372856
0,30 uniform,1.0374749971053376
0,30 uniform,1.1056197348114485
0,30 uniform,1.317980443268921
0,30 uniform,1.0075162961447064
0,30 uniform,1.270104157173749
0,30 uniform,1.1460439879562705
0,30 uniform,1.1270294673763588
0,30 uniform,1.0192910109653361
0,30 uniform,1.2380796670493468
0,30 uniform,1.0469717684390452
0,30 uniform,1.3108548347789115
0,30 uniform,1.0851721085682082
0,30 uniform,1.0477649928097383
0,30 uniform,1.1663720966324942
0,30 uniform,1.317043813571054
0,30 uniform,1.0977163813601691
0,30 uniform,1.0741740308833605
0,30 uniform,1.060502966237249
0,30 uniform,1.0350751921343497
0,30 uniform,1.108082974262817
0,30 uniform,1.0479588240162137
0,30 uniform,1.0247263543757639
0,30 uniform,1.0595834346745234
0,30 uniform,1.128989381634229
0,30 uniform,1.1851845155742464
0,30 uniform,1.4164582072543088
0,30 uniform,1.2363985035527576
0,30 uniform,1.0372728788795595
0,30 uniform,1.281131818118751
0,30 uniform,1.0950298868344475
0,30 uniform,1.146045523637077
0,30 uniform,1.5421958160172078
0,30 uniform,1.089618714199838
0,30 uniform,1.1204316571177748
0,30 uniform,1.1588412939420374
0,30 uniform,1.0088602931586896
0,30 uniform,1.0729374339228699
0,30 uniform,1.2271141502053835
0,30 uniform,1.0216942330607082
0,30 uniform,1.1087969743423391
0,30 uniform,1.3556759476432148
0,30 uniform,1.1589409799478676
0,30 uniform,1.2310521074586513
0,30 uniform,1.1507186660271287
0,30 uniform,1.3602427272767863
0,30 uniform,1.3907318617071398
0,30 uniform,1.0182938709477123
0,30 uniform,1.264565206994155
0,30 uniform,1.350796106598339
0,30 uniform,1.1428351388120608
0,30 uniform,1.0749305979633828
0,30 uniform,1.0098152948939532
0,30 uniform,1.2703468478694453
0,30 uniform,1.1509181411991039
0,30 uniform,1.1362939979527613
0,30 uniform,1.0467176436184538
0,30 uniform,1.034053302948363
0,30 uniform,1.0836159721322765
0,30 uniform,1.0396508051444677
0,30 uniform,1.0947454548873317
0,30 uniform,1.1270303762571035
0,30 uniform,1.163897168347347
0,30 uniform,1.0738522560302572
0,30 uniform,1.194348648617943
0,30 uniform,1.088826847764968
0,30 uniform,1.0368996191544149
0,30 uniform,1.0313194859530388
0,30 uniform,1.0913493072529798
0,30 uniform,1.2115124750020043
0,30 uniform,1.039793374071846
0,30 uniform,1.2206155525152926
0,30 uniform,1.0077989340240412
0,30 uniform,1.068995182749504
0,30 uniform,1.1220546403364495
0,30 uniform,1.0526758770801605
0,30 uniform,1.0164320396918693
0,30 uniform,1.2136291585438128
0,30 uniform,1.2408391902390765
0,30 uniform,1.1466216020572253
0,30 uniform,1.1132258802821402
0,30 uniform,1.1522595420112707
0,30 uniform,1.0236729311479815
0,30 uniform,1.063144399226963
0,30 uniform,1.0518945703240632
0,30 uniform,1.212641247958961
0,30 uniform,1.0465051736896525
0,30 uniform,1.0916821686154903
0,30 uniform,1.4824866873644982
0,30 uniform,1.007785063097664
0,30 uniform,1.0336628458299282
0,30 uniform,1.1975976755789852
0,30 uniform,1.0023609852846194
0,30 uniform,1.0652000038864344
0,30 uniform,1.0538713307246765
0,30 uniform,1.1697382123937383
0,30 uniform,1.0241682146118147
0,30 uniform,1.1776077134626053
0,30 uniform,1.1294328797385165
0,30 uniform,1.1736280446499485
0,30 uniform,1.0155368542718461
0,30 uniform,1.2802668323486512
0,30 uniform,1.0266048527592564
0,30 uniform,1.0258976227708738
0,30 uniform,1.0057721080444655
0,30 uniform,1.1558548123741286
0,30 uniform,1.0379139157488388
0,30 uniform,1.1445949158602458
0,30 uniform,1.0026273082762316
0,30 uniform,1.0015780637611016
0,30 uniform,1.008790730502486
0,30 uniform,1.2182602690065634
0,30 uniform,1.1234305873360861
0,30 uniform,1.0423462891439943
0,30 uniform,1.3433059473785385
0,30 uniform,1.221694850560935
0,30 uniform,1.1729546359681258
0,30 uniform,1.5559608394085993
0,30 uniform,1.015936619247529
0,30 uniform,1.4132982820000244
0,30 uniform,1.4136750596015513
0,30 uniform,1.0183707689967971
0,30 uniform,1.03321520612902
0,30 uniform,1.0549020636750728
0,30 uniform,1.2782412539288635
0,30 uniform,1.300874036013518
0,30 uniform,1.0652313389028487
0,30 uniform,1.0515588741225557
0,30 uniform,1.0061681218848715
0,30 uniform,1.1289510574142694
0,30 uniform,1.22408734463257
0,30 uniform,1.1337649352850072
0,30 uniform,1.174177031326142
0,30 uniform,1.408089289481779
0,30 uniform,1.13441391346657
0,30 uniform,1.0600784554998544
0,30 uniform,1.0491944055169102
0,30 uniform,1.241204505292722
0,30 uniform,1.0782549911811974
0,30 uniform,1.2213814571380126
0,30 uniform,1.1203790717857511
0,30 uniform,1.0128213673738407
0,30 uniform,1.10721129349421
0,30 uniform,1.2541219286027876
0,30 uniform,1.0675032701470912
0,30 uniform,1.0993967380731788
0,30 uniform,1.0236135973902196
0,30 uniform,1.1315807196312246
0,30 uniform,1.0395366729632598
0,30 uniform,1.1985760618712122
0,30 uniform,1.0513390519347974
0,30 uniform,1.0973009301067294
0,30 uniform,1.1730817778439278
0,30 uniform,1.0278268504834742
0,30 uniform,1.4299778158314258
0,30 uniform,1.008990005956679
0,30 uniform,1.089857416859157
0,30 uniform,1.0371532183832892
0,30 uniform,1.3667656358686915
