,func,n,d,dataset_num,title,optimal,mean,optimal_sc,mean_sc,distortion,n_clusters,noise,weights
3977,clustered,50,3,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.07,"[0.1948611965002845, 0.37586499283223407, 0.4292738124550645]","[0.1890045856348915, 0.39339275915545513, 0.41760265520965345]",20.239699550867147,20.275137079330396,1.0017508920216027,2.0,0.07,
3978,clustered,50,3,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.07,"[0.29385274671689254, 0.5159179727810973, 0.19022928050222132]","[0.2872104421364761, 0.508617884361891, 0.2041716735016328]",10.2399287080302,10.283056883639418,1.0042117652220954,2.0,0.07,
3979,clustered,50,3,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.07,"[0.28716149231464455, 0.327473748491172, 0.38536475919687935]","[0.285648221982268, 0.33090833812121384, 0.3834434398965183]",21.99113031722598,21.99113031722598,1.0,2.0,0.07,
3980,clustered,50,3,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.07,"[0.2691738233558647, 0.3117654806547476, 0.4190606969303112]","[0.26238032108108283, 0.3205402290797361, 0.41707944983918105]",19.383629036290213,19.40634291827879,1.0011718075055012,2.0,0.07,
3981,clustered,50,3,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.07,"[0.43034628180063195, 0.28857182731002634, 0.2810818909066695]","[0.4314000297453832, 0.2860525609052097, 0.2825474093494069]",11.092128449433837,11.095376279733065,1.000292804966516,2.0,0.07,
3982,clustered,50,3,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.07,"[0.4243212430485544, 0.4289834818441613, 0.14669527510784017]","[0.42740119439382135, 0.4255199653119474, 0.14707884029423135]",40.54419027200288,40.54419027200286,0.9999999999999994,2.0,0.07,
3983,clustered,50,3,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.07,"[0.25965756592839623, 0.3498832576895583, 0.39045917652490725]","[0.2551834465497015, 0.35537879731817484, 0.3894377561321239]",35.46124413008843,35.461244130088446,1.0000000000000004,2.0,0.07,
3984,clustered,50,3,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.07,"[0.317497550202864, 0.12769389869039605, 0.5548085511134411]","[0.34196726327886345, 0.12155804091388128, 0.5364746958072552]",24.355675128982647,24.40014554632034,1.0018258749594164,2.0,0.07,
3985,clustered,50,3,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.07,"[0.1617977512292466, 0.4150121062156738, 0.42319014323811704]","[0.16784965004276653, 0.42249937176142377, 0.4096509781958098]",17.299163907812723,17.33542886346072,1.0020963415250155,2.0,0.07,
3986,clustered,50,3,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.07,"[0.2083400967922238, 0.4499460642668659, 0.3417138389665918]","[0.20809349870659957, 0.45687634925036036, 0.33503015204304004]",7.549084083487056,7.567814938858957,1.002481209000291,2.0,0.07,
3987,clustered,50,3,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.07,"[0.3509104295864173, 0.25084034603094074, 0.3982492251202085]","[0.3646954067462561, 0.2511803508334877, 0.3841242424202564]",16.45428742029736,16.477124097058667,1.0013878860978895,2.0,0.07,
3988,clustered,50,3,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.07,"[0.25574607097403035, 0.45727235401418703, 0.2869815755464504]","[0.2669566762203913, 0.44561602990680343, 0.28742729387280536]",9.616407124331035,9.683114251381483,1.0069368035471031,2.0,0.07,
3989,clustered,50,3,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.07,"[0.3217680216085936, 0.4304878077946353, 0.24774417060077256]","[0.32213188335332243, 0.4141395450160897, 0.26372857163058805]",17.207957172614627,17.230911985327843,1.001333965007174,2.0,0.07,
3990,clustered,50,3,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.07,"[0.42278652229084457, 0.16219818234299427, 0.4150152953662417]","[0.4248650147931319, 0.1654354522724746, 0.40969953293439365]",9.203535928758374,9.21566528286861,1.0013179015330766,2.0,0.07,
3991,clustered,50,3,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.07,"[0.3142246132179405, 0.4487265427254654, 0.23704884491924536]","[0.32374367044449054, 0.4416688393192137, 0.234587490236296]",13.496439416369576,13.52185969290128,1.0018834802089263,2.0,0.07,
3992,clustered,50,3,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.07,"[0.4712195248478278, 0.33169850685739355, 0.19708196829506477]","[0.4743736544595376, 0.3498976509432889, 0.17572869459717363]",24.275710795279632,24.319799931523665,1.0018161831229513,2.0,0.07,
3993,clustered,50,3,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.07,"[0.22534993675189857, 0.5468425628066876, 0.22780750045810122]","[0.2078084102752393, 0.5487452254760216, 0.2434463642487393]",16.91899771358556,16.949220694315304,1.0017863339922006,2.0,0.07,
3994,clustered,50,3,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.07,"[0.27061879763137314, 0.4698426397816665, 0.2595385625928269]","[0.2698780113812833, 0.46405538144640956, 0.266066607172307]",24.833990181473915,24.84473444955136,1.0004326436468296,2.0,0.07,
3995,clustered,50,3,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.07,"[0.31106758133242823, 0.5670461078638723, 0.12188631080592362]","[0.2820297863687852, 0.5982488870950031, 0.11972132653621155]",20.892713960202304,20.95247025137841,1.0028601497770915,2.0,0.07,
3996,clustered,50,3,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.07,"[0.23150977305648662, 0.2982613089929305, 0.4702289183161633]","[0.23906241930653827, 0.30130911276969014, 0.45962846792377143]",10.253144871501787,10.296832990331804,1.0042609481654206,2.0,0.07,
3997,clustered,50,3,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.07,"[0.2552363759250993, 0.4319401997813876, 0.31282342430418536]","[0.25942520670650127, 0.4354640453909179, 0.3051107479025808]",23.80346715733101,23.805701740625576,1.0000938763785878,2.0,0.07,
3998,clustered,50,3,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.07,"[0.23780970621847394, 0.533954608358905, 0.22823568564876492]","[0.2310365649891613, 0.5406397296851493, 0.2283237053256894]",7.37553386058074,7.397840507476731,1.0030244111568942,2.0,0.07,
3999,clustered,50,3,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.07,"[0.26002614484994774, 0.49200177540241835, 0.24797207975529406]","[0.2403755140037414, 0.5235432096238045, 0.236081276372454]",24.391088704643725,24.448928583711545,1.00237135290549,2.0,0.07,
4000,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.24803938876731435, 0.6233461073717323, 0.12861450441567432]","[0.37737561978803785, 0.48733166245834597, 0.1352927177536161]",30.93171172987755,33.04480272298727,1.0683147124725285,3.0,0.07,
4001,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.3494983744913136, 0.20792273190111232, 0.4425788941774799]","[0.3503694937819899, 0.19789349126315361, 0.4517370149548563]",10.057560817768731,10.112315826061765,1.005444163777394,3.0,0.07,
4002,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.4523407429053491, 0.26931927479869666, 0.2783399822962442]","[0.4690300394235471, 0.26104580202561595, 0.2699241585508369]",12.351429709711088,12.417629925859691,1.0053597209152683,3.0,0.07,
4003,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.242731112054728, 0.3254330592794129, 0.4318358302712784]","[0.22652898330576135, 0.32587595502216177, 0.44759506167207697]",12.742221005258607,12.84870622383724,1.0083568805261411,3.0,0.07,
4004,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.481780700509382, 0.19304195224017667, 0.3251773472537682]","[0.3894847000939647, 0.2123895542118471, 0.39812574569418824]",28.378436118321225,29.8952019311539,1.0534478294190934,3.0,0.07,
4005,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.35423648299279786, 0.3264118937515193, 0.31935162325617183]","[0.34119378680689577, 0.339434503492874, 0.31937170970023016]",24.825931907006083,24.82593190699826,0.9999999999996849,3.0,0.07,
4006,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.4241750039186931, 0.30098099825961433, 0.2748439978249123]","[0.3871575704760148, 0.29940316741483836, 0.31343926210914685]",20.256256754995317,20.55460552354223,1.014728721705867,3.0,0.07,
4007,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.3399090381805811, 0.421255520269974, 0.23883544266096277]","[0.34894274163437466, 0.34540095657417247, 0.30565630179145276]",18.313753989403477,19.441642029606022,1.0615869384755934,3.0,0.07,
4008,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.3804331812657602, 0.3919457373169638, 0.2276210814197955]","[0.41716137033643297, 0.3170908706452771, 0.2657477590182899]",15.238839065665669,16.45162556318355,1.0795852290513643,3.0,0.07,
4009,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.33296489078611397, 0.25697275356923066, 0.41006235577198064]","[0.3315740224272587, 0.27737511667420084, 0.39105086089854063]",11.90064823948242,12.03720982368262,1.0114751382825629,3.0,0.07,
4010,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.40826989089711424, 0.3364222451883429, 0.25530786391541943]","[0.37725755275143186, 0.3628748168519962, 0.25986763039657207]",23.943284925571273,24.046630522396807,1.0043162664248781,3.0,0.07,
4011,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.28491009830825936, 0.49056909996214293, 0.22452080183142065]","[0.21595945029799316, 0.5987502993695134, 0.18529025033249355]",19.40081357308626,21.089736625185974,1.087054238511042,3.0,0.07,
4012,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.1691232399139291, 0.10357666541192434, 0.7273000946742236]","[0.18734276641555403, 0.0872454407509932, 0.7254117928334526]",11.318917802964027,11.490696690383492,1.0151762642338902,3.0,0.07,
4013,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.3662063625927263, 0.35697554248039937, 0.27681809497326815]","[0.38717288407788436, 0.3207324984427176, 0.29209461747939797]",15.864190239656466,16.192665743669146,1.0207054693022763,3.0,0.07,
4014,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.4252921730126734, 0.2514745170535507, 0.32323330993458593]","[0.44339253971734177, 0.21041474382487937, 0.3461927164577789]",17.89466004130736,18.20599175671697,1.0173980234713005,3.0,0.07,
4015,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.43074011525408995, 0.4745730572167515, 0.09468682815980847]","[0.41241833209264556, 0.47092033777669023, 0.11666133013066417]",14.295321972895012,14.413341938161825,1.0082558451982115,3.0,0.07,
4016,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.16558044870277255, 0.47000292348964395, 0.36441662781004247]","[0.1918063499439677, 0.44441668883978475, 0.3637769612162474]",9.893951728391494,10.108678677630765,1.0217028498959717,3.0,0.07,
4017,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.3542500750387541, 0.2695054519910049, 0.37624447297031705]","[0.32369523777295445, 0.27377085515427635, 0.4025339070727692]",13.482709775256778,13.72582058003793,1.0180313014841649,3.0,0.07,
4018,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.19910652567565576, 0.3528250889828574, 0.448068385699338]","[0.2731346353251262, 0.3568774385080405, 0.36998792616683324]",20.56120045377701,21.878334130737716,1.0640591817545728,3.0,0.07,
4019,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.27208689436751543, 0.4091504545323716, 0.31876265110515695]","[0.24884563069821078, 0.3641925360478751, 0.386961833253914]",27.15931990159962,27.80886672192516,1.0239161666300518,3.0,0.07,
4020,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.3794426273813874, 0.4081510383323526, 0.21240633428917471]","[0.3812118753226776, 0.4064398796609508, 0.21234824501637173]",8.853993519525163,8.859107054808112,1.0005775399848296,3.0,0.07,
4021,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.4294314775863241, 0.17087690552455584, 0.39969161688962346]","[0.4005738536534164, 0.17870278066205345, 0.42072336568453017]",16.657051724484592,16.75809278399252,1.0060659630034892,3.0,0.07,
4022,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.3462861986562149, 0.2306106737291844, 0.42310312764235625]","[0.3120971716862379, 0.23330692638393294, 0.45459590192982896]",15.644639029517894,16.097014741563324,1.0289157014867456,3.0,0.07,
4023,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.24120769177611914, 0.5299448739167345, 0.22884743430741106]","[0.26601346605643755, 0.4497637290713405, 0.284222804872222]",20.98139298537485,22.013013415790954,1.0491683479326277,3.0,0.07,
4024,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.463555117859402, 0.4300458129061532, 0.10639906930316632]","[0.3977826200569607, 0.43004581699174715, 0.17217156295129243]",22.378845963952234,23.481574818507887,1.0492755013521218,3.0,0.07,
4025,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.3663156623780534, 0.2118154547181076, 0.4218688829038922]","[0.36792638445037434, 0.20422244231940037, 0.42785117323022503]",12.717995717298278,12.729457061533996,1.0009011910752674,3.0,0.07,
4026,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.3273711970809311, 0.29034570223706363, 0.3822831012911946]","[0.32339559846704596, 0.28821988297582796, 0.3883845185571262]",10.75003756629879,10.760492362909941,1.0009725358210773,3.0,0.07,
4027,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.29859569537682934, 0.07892062847426479, 0.622483676161579]","[0.3509095989712485, 0.07364864169241704, 0.5754417593363342]",16.81180319906608,17.032006203600147,1.013098119334772,3.0,0.07,
4028,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.3076750814917772, 0.3405516752660383, 0.3517732432480233]","[0.3155327627917965, 0.32849289877743576, 0.3559743384307676]",8.730821361361047,8.82908562167364,1.0112548701027684,3.0,0.07,
4029,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.3310826772095609, 0.30435907753959934, 0.36455824528734826]","[0.4083872836822576, 0.2789725591849921, 0.31264015713275034]",25.757420175441133,26.37218488494552,1.0238674799462464,3.0,0.07,
4030,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.4813464353946655, 0.21589624620602527, 0.30275731839951076]","[0.4793845210182815, 0.21190967571957842, 0.30870580326214003]",12.898778633508895,12.914385557881653,1.0012099536565588,3.0,0.07,
4031,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.16767193375677886, 0.7240040342930183, 0.10832403195082178]","[0.15501126333486323, 0.6284853783175514, 0.2165033583475855]",21.689314836016308,24.16398994133807,1.1140965089967907,3.0,0.07,
4032,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.04626122631918066, 0.3658189457836058, 0.5879198278990897]","[0.04301991405180471, 0.26845906736739067, 0.6885210185808046]",18.413004180631418,19.915559603796268,1.0816029480265574,3.0,0.07,
4033,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.3648580294176999, 0.3281686682148029, 0.3069733023979543]","[0.2793056538729687, 0.425234124630722, 0.29546022149630935]",18.595065585090065,20.0887057216406,1.0803245425360677,3.0,0.07,
4034,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.30536860515196806, 0.40462263597579823, 0.29000875887360256]","[0.27423725184943865, 0.45011917307219745, 0.27564357507836396]",17.996255796672166,18.515288550945137,1.0288411523006329,3.0,0.07,
4035,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.23891628759740924, 0.1856567879844887, 0.5754269244147658]","[0.24738746159448435, 0.23527949444745203, 0.5173330439580636]",17.200037548893924,17.796778367384658,1.0346941578932256,3.0,0.07,
4036,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.40351746476353867, 0.22759240616566623, 0.36889012914795327]","[0.40090673872007, 0.23409649647770592, 0.3649967648022239]",7.5077487487723245,7.526427900173027,1.002487983019378,3.0,0.07,
4037,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.3916053063734746, 0.3566004930394118, 0.25179420143445796]","[0.39965038180130774, 0.34713478396539194, 0.25321483423330027]",8.882104392051513,8.939834363448165,1.0064995826268732,3.0,0.07,
4038,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.5066855585874284, 0.1190750945317951, 0.3742393468815757]","[0.4358003063832765, 0.11268109083213311, 0.4515186027845904]",18.87209284995821,20.516843728088027,1.0871525427098276,3.0,0.07,
4039,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.37883817507360507, 0.2848267749475948, 0.33633504997930486]","[0.397161793130356, 0.26049578402177714, 0.3423424228478668]",11.50183770133232,11.683887298350934,1.0158278704452182,3.0,0.07,
4040,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.5148298622632997, 0.15456519683038386, 0.33060494097313864]","[0.4597215366197967, 0.26610553517806845, 0.27417292820213474]",27.15277869585249,28.749865614161497,1.0588185443633051,3.0,0.07,
4041,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.5357518738738237, 0.3795879532813615, 0.08466017282604747]","[0.5641812395268057, 0.34743881120943865, 0.08837994926375552]",11.658109011683532,11.997409350513983,1.029104234528122,3.0,0.07,
4042,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.47323112662678707, 0.28095676400472447, 0.24581210936871134]","[0.4378541069796518, 0.282148796401386, 0.27999709661896227]",10.785939162944585,11.19490938326241,1.037916978219463,3.0,0.07,
4043,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.3594904097498465, 0.3838725673199153, 0.2566370229301039]","[0.32377750369762376, 0.3393439322535843, 0.33687856404879185]",24.268070371441194,25.09756720754168,1.03418058475208,3.0,0.07,
4044,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.11478870400530658, 0.6220992274645403, 0.2631120687446068]","[0.27583535409160004, 0.5005321647144936, 0.2236324811939064]",29.334616408548868,32.006574862173565,1.091085508547711,3.0,0.07,
4045,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.5901143650460636, 0.24198833511884338, 0.16789730030711542]","[0.5607558852395985, 0.2542889508103043, 0.18495516395009703]",13.715039669293393,13.944555549352348,1.0167346129207937,3.0,0.07,
4046,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.23397791485782227, 0.42650158610947136, 0.3395204990501346]","[0.22742402278024806, 0.4540146877281112, 0.31856128949164064]",13.900381311691842,14.055768626915926,1.0111786368833915,3.0,0.07,
4047,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.4771730378067358, 0.13006834899138908, 0.3927586132021513]","[0.5522200628794636, 0.13063495304401876, 0.31714498407651764]",14.884366710534708,15.876795861427839,1.0666759406156474,3.0,0.07,
4048,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.3323043306291049, 0.4122263833641705, 0.25546928600903884]","[0.37873447776028346, 0.37533944120876045, 0.245926081030956]",18.710877575463382,19.123600196099144,1.0220578975502992,3.0,0.07,
4049,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.3734453958876939, 0.1255337558135472, 0.5010208483075668]","[0.4094046979998132, 0.10417419263454526, 0.4864211093656416]",17.912339908598767,18.271599627004175,1.0200565487389477,3.0,0.07,
4050,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.23891048827047043, 0.43092751126950124, 0.3301620013937981]","[0.21008704128317868, 0.42325142067017957, 0.3666615380466416]",14.09754867792621,14.39729001884117,1.0212619475742115,3.0,0.07,
4051,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.4532541433181474, 0.2543745437463685, 0.29237131337723676]","[0.49947469426715657, 0.21533189395244248, 0.28519341178040086]",12.432156060829724,13.272138403781433,1.067565299119616,3.0,0.07,
4052,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.29479607785385353, 0.258385144416975, 0.4468187777398893]","[0.3217666409612621, 0.21942389774825002, 0.45880946129048783]",13.247109363646382,13.547423603362677,1.0226701713915367,3.0,0.07,
4053,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.5396666612203934, 0.10663321390813046, 0.35370012487184577]","[0.522881022392032, 0.08400448335938993, 0.3931144942485782]",24.004211378081163,24.230266644834273,1.0094173169529546,3.0,0.07,
4054,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.4097236852878133, 0.2477399856550061, 0.34253632908550763]","[0.3464424392527703, 0.21463083251119686, 0.43892672823603274]",22.423540162105628,24.34809252923126,1.0858273204504079,3.0,0.07,
4055,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.40781459445148205, 0.3894079547917895, 0.20277745076032355]","[0.4077863778357014, 0.34050935810676153, 0.2517042640575374]",13.692762386991111,14.2915797409848,1.0437323994289567,3.0,0.07,
4056,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.16256760921852623, 0.40901740757332783, 0.4284149832149339]","[0.18730879241208861, 0.403046155690824, 0.40964505189708733]",11.16066339081574,11.257553357669922,1.0086813806188182,3.0,0.07,
4057,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.2696885873034694, 0.5376724111229251, 0.19263900159098676]","[0.2997354103086515, 0.48671168467856535, 0.21355290501278323]",17.970690360560912,18.432588117039252,1.0257028387452514,3.0,0.07,
4058,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.33055112745583737, 0.3082889340984865, 0.36115993844561833]","[0.33061121252476694, 0.27564548205997985, 0.3937433054152533]",17.283920037686936,17.5008503392978,1.0125509896561575,3.0,0.07,
4059,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.23658648189286566, 0.5650966470619493, 0.19831687104676174]","[0.3086845730401701, 0.46053517149598155, 0.23078025546384837]",20.376099550183596,21.88384958634324,1.073996008531773,3.0,0.07,
4060,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.0799902858721307, 0.7522034087012754, 0.1678063054429876]","[0.07575862981584906, 0.7317220498605407, 0.19251932032361]",12.665668497461546,12.85863474430002,1.0152353779729153,3.0,0.07,
4061,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.40226912061017756, 0.4769296469747584, 0.12080123249608292]","[0.40784029920464443, 0.48669088240277997, 0.10546881839257545]",9.691201073395474,9.785471974989013,1.0097274734967923,3.0,0.07,
4062,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.3597341591368278, 0.4396924204027914, 0.20057342199099956]","[0.36038690455133415, 0.4393577362145247, 0.20025535923414087]",9.945783230268189,9.94578322414571,0.9999999993844146,3.0,0.07,
4063,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.4599828865335078, 0.2346126544657215, 0.30540445948456035]","[0.46218814297227767, 0.20005311021544225, 0.3377587468122801]",13.736373880682708,14.053868433459533,1.023113418106893,3.0,0.07,
4064,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.38671769421135604, 0.44927006286838594, 0.16401224357920702]","[0.38078145253642837, 0.4541656600763164, 0.16505288738725513]",15.001672356265395,15.010184909690746,1.0005674402975344,3.0,0.07,
4065,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.3746498266677175, 0.4085210826566655, 0.21682909075400703]","[0.33439167470597825, 0.4633175971592918, 0.20229072813473012]",18.82865564954066,19.369837865714512,1.028742477755551,3.0,0.07,
4066,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.3428347577113516, 0.37885120747110124, 0.2783140352833565]","[0.3400600521716619, 0.37261008026065606, 0.2873298675676821]",8.786164375154682,8.815830829683204,1.0033764966442482,3.0,0.07,
4067,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.3165949023020165, 0.3416300502843021, 0.34177504769380934]","[0.31917274731293754, 0.362035217839362, 0.3187920348477004]",12.240829494858993,12.520818278620657,1.022873350525735,3.0,0.07,
4068,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.07774545748682653, 0.33765863545956826, 0.5845959070552871]","[0.08910963166628143, 0.2993956824292765, 0.6114946859044419]",17.15521252102599,17.36241418774829,1.0120780588680172,3.0,0.07,
4069,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.335809545702356, 0.17354099385348828, 0.4906494604401164]","[0.35668573694396505, 0.19875672028219427, 0.4445575427738407]",15.753157037384886,16.203507410376623,1.0285879441132326,3.0,0.07,
4070,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.3092836994917783, 0.3069021909418897, 0.38381411135978305]","[0.29849178171744034, 0.3189751917335582, 0.38253302654900145]",12.446519578286777,12.48673485035318,1.0032310455797264,3.0,0.07,
4071,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.3196414573618977, 0.3988401207440008, 0.28151842266154353]","[0.29126371203916807, 0.393853347332567, 0.3148829406282649]",10.876389694968541,11.365698930218867,1.0449882037121825,3.0,0.07,
4072,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.500000628182418, 0.3737844737486101, 0.12621489808174238]","[0.5891256927628857, 0.2931483077166693, 0.11772599952044523]",18.235228179977927,19.337266529434363,1.060434579626838,3.0,0.07,
4073,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.1077423948100088, 0.4373670869995343, 0.45489051856960633]","[0.2165368142067087, 0.36147650773964685, 0.4219866780536447]",19.612828274313053,21.474663135993563,1.094929442895238,3.0,0.07,
4074,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.3483781419957287, 0.34293307722858396, 0.3086887814065234]","[0.28685043733488413, 0.3512076846039585, 0.36194187806115735]",16.220443013452595,17.214542078831702,1.0612868011406742,3.0,0.07,
4075,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.504220815919848, 0.22025552721714042, 0.27552365733853507]","[0.4718496480757744, 0.22889568377234293, 0.29925466815188256]",18.63460882707117,18.899835804761434,1.0142330316751784,3.0,0.07,
4076,clustered,50,3,4,func-clustered_n-50_d-3_n_clusters-3_noise-0.07,"[0.1710641725329609, 0.5433785680391771, 0.2855572594655256]","[0.17069825169230324, 0.5456933939946259, 0.2836083543130708]",15.554531284855967,15.560791393792224,1.0004024620749807,3.0,0.07,
