,func,n,d,dataset_num,title,optimal,mean,optimal_sc,mean_sc,distortion,n_clusters,noise,weights
2272,random,100,3,2,func-random_n-100_d-3,"[0.34528130864549184, 0.3309559545735014, 0.32376273787521104]","[0.3268107190431767, 0.34521281996976294, 0.32797646098706046]",47.0746040692849,47.182437417652906,1.0022906905007485,,,
2273,random,100,3,2,func-random_n-100_d-3,"[0.3641735084343283, 0.31573177639044053, 0.3200947151879208]","[0.3548738237029398, 0.3076757621041585, 0.3374504141929021]",42.18151734083315,42.31750385031377,1.0032238411051415,,,
2274,random,100,3,2,func-random_n-100_d-3,"[0.34845484031592056, 0.33517378633683775, 0.3163713736442184]","[0.3551083474018349, 0.331732579298799, 0.3131590732993661]",42.74461935903164,42.75611783553122,1.0002690040681612,,,
2275,random,100,3,2,func-random_n-100_d-3,"[0.3192040306668582, 0.33962309580064726, 0.3411728736086267]","[0.299728860064462, 0.3624330736681185, 0.33783806626741936]",43.767458585448104,43.94168581912919,1.0039807482388072,,,
2276,random,100,3,2,func-random_n-100_d-3,"[0.32509332511528755, 0.36982499971095123, 0.30508167522233315]","[0.31272037261595154, 0.3754199270798233, 0.31185970030422483]",41.68188460943426,41.831129601914824,1.003580572084948,,,
2277,random,100,3,2,func-random_n-100_d-3,"[0.3324400853922678, 0.3236499740438022, 0.34390994056436236]","[0.33757089402728124, 0.3279064460453084, 0.3345226599274105]",44.28118740368618,44.33678118489054,1.001255471780771,,,
2278,random,100,3,2,func-random_n-100_d-3,"[0.3270196600711731, 0.33122589217923554, 0.34175444775008196]","[0.3399226012462394, 0.32983497038816667, 0.33024242836559403]",40.920400703187084,41.03823132946048,1.0028795081242745,,,
2279,random,100,3,2,func-random_n-100_d-3,"[0.3322125522215979, 0.3031578990750412, 0.3646295491283206]","[0.32983099936789734, 0.30995117048947024, 0.36021783014263237]",41.796588587493346,41.809193942804754,1.0003015881376305,,,
2280,random,100,3,2,func-random_n-100_d-3,"[0.367389968851344, 0.3127078006586425, 0.31990223090397574]","[0.3698286335442145, 0.3086350379636911, 0.32153632849209457]",43.36397938640154,43.36397938722947,1.0000000000190925,,,
2281,random,100,3,2,func-random_n-100_d-3,"[0.3538873523155882, 0.32040397859791275, 0.3257086696360888]","[0.34524597825660597, 0.3268418584889111, 0.327912163254483]",42.564885778232984,42.61362643193844,1.001145090673082,,,
2282,random,100,3,2,func-random_n-100_d-3,"[0.32154382076842525, 0.34566685233198896, 0.3327893278543518]","[0.32776239164548654, 0.3405943198427523, 0.3316432885117614]",44.140624698035346,44.17594097381446,1.0008000855452481,,,
2283,random,100,3,2,func-random_n-100_d-3,"[0.3408182192631943, 0.3288501619035736, 0.33033161920814436]","[0.3322727088409559, 0.3126121381311002, 0.3551151530279439]",43.69341672630196,43.88645153712188,1.00441793810791,,,
2284,random,100,3,2,func-random_n-100_d-3,"[0.32926136144858087, 0.32849015405147547, 0.3422484845091322]","[0.33034102674064064, 0.3145209256710173, 0.3551380475883421]",42.3966514501289,42.44541694556201,1.001150220448199,,,
2285,random,100,3,2,func-random_n-100_d-3,"[0.3393548199000148, 0.3259130837553912, 0.3347320963461681]","[0.3356558489827669, 0.34384834353189847, 0.3204958074853346]",44.28812926281723,44.438097320851995,1.0033861908491284,,,
2286,random,100,3,2,func-random_n-100_d-3,"[0.34459215590208725, 0.33351906563403483, 0.3218887785583225]","[0.354762050180659, 0.33180944330712264, 0.31342850651221854]",39.21349474220319,39.23346881186569,1.0005093672419103,,,
2287,random,100,3,2,func-random_n-100_d-3,"[0.3437820023463984, 0.32611439074136656, 0.3301036070414074]","[0.3401261234777346, 0.3333589756665878, 0.3265149008556776]",41.125263595500165,41.142353334721534,1.0004155533053711,,,
2288,random,100,3,2,func-random_n-100_d-3,"[0.31521877260084896, 0.33983197193077297, 0.34494925547153943]","[0.3126981680695898, 0.3391756180323271, 0.3481262138980832]",41.94777359727914,41.953616978667675,1.0001393013475433,,,
2289,random,100,3,2,func-random_n-100_d-3,"[0.34866187326756326, 0.3380607995343981, 0.3132773272142589]","[0.3450856951593467, 0.33388375176764734, 0.3210305530730057]",42.55611734921779,42.59489644230525,1.000911246032368,,,
2290,random,100,3,2,func-random_n-100_d-3,"[0.3306655285985014, 0.3457564716050335, 0.32357799981128693]","[0.3411858441023249, 0.33365860968700095, 0.3251555462106742]",45.006558758484665,45.080308276994046,1.0016386393571022,,,
2291,random,100,3,2,func-random_n-100_d-3,"[0.3017784187275358, 0.3384050619226754, 0.3598165193548998]","[0.3099773198895162, 0.336602300607048, 0.35342037950343574]",43.59365429917829,43.60559755479678,1.0002739677554107,,,
2292,random,100,3,2,func-random_n-100_d-3,"[0.33339142692184853, 0.3551526600918433, 0.31145591413488477]","[0.3218159538908696, 0.3546844830359515, 0.32349956307317884]",43.983552779061476,44.03899756619011,1.0012605800037835,,,
2293,random,100,3,2,func-random_n-100_d-3,"[0.3210494379599024, 0.3432135454070703, 0.33573701674364137]","[0.3204894404544247, 0.3321869462902716, 0.34732361325530364]",44.93608583835483,44.974257321180794,1.0008494616768198,,,
2294,random,100,3,2,func-random_n-100_d-3,"[0.3441243648133883, 0.31463159834848126, 0.3412440368384034]","[0.3529046577696116, 0.33035306636745276, 0.31674227586293524]",48.01518061837068,48.26313743786636,1.005164133848969,,,
2295,random,100,3,2,func-random_n-100_d-3,"[0.3468666355789528, 0.31896314279818067, 0.3341702217489802]","[0.323441966187928, 0.3591656306974872, 0.3173924031145848]",44.819420517895544,45.24458937934552,1.009486264135883,,,
2296,random,100,3,2,func-random_n-100_d-3,"[0.3260326250022675, 0.33805401922809336, 0.33591335618050294]","[0.33337774931938385, 0.34274556227064623, 0.32387668840996997]",42.492519694695936,42.53539541662864,1.0010090181104994,,,
2297,random,100,3,2,func-random_n-100_d-3,"[0.34212266381469, 0.3279536255483923, 0.3299237106371184]","[0.33288651389919494, 0.3287938103030828, 0.3383196757977224]",46.93704608847141,46.96800123474677,1.000659503502138,,,
2298,random,100,3,2,func-random_n-100_d-3,"[0.37176183627561077, 0.33259550966069384, 0.295642654552108]","[0.33382586564518846, 0.35702014955425126, 0.30915398480056017]",44.91516728543069,45.174710931787324,1.0057785301055935,,,
2299,random,100,3,2,func-random_n-100_d-3,"[0.37130471100970514, 0.31174181584154936, 0.3169534752099204]","[0.374488397123478, 0.31493416531740176, 0.3105774375591203]",42.97844535582144,42.985731170634764,1.0001695225304919,,,
2300,random,100,3,2,func-random_n-100_d-3,"[0.3308727876285525, 0.3563328036918898, 0.31279440915719997]","[0.3394287170036821, 0.3467492033790131, 0.3138220796173048]",39.263712084563124,39.301887256385584,1.0009722761755242,,,
2301,random,100,3,2,func-random_n-100_d-3,"[0.3464300448995775, 0.335829147252739, 0.31774080785369363]","[0.3240602764365187, 0.3457981549046444, 0.33014156865883704]",39.11238416942843,39.28152112438749,1.0043243836588018,,,
2302,random,100,3,2,func-random_n-100_d-3,"[0.340627027522079, 0.3394094064412057, 0.3199635659749328]","[0.34308053497372193, 0.33331022824955925, 0.32360923677671866]",39.63166772199656,39.66588892782838,1.0008634813470851,,,
2303,random,100,3,2,func-random_n-100_d-3,"[0.34266107142666313, 0.3395924736811823, 0.3177464559361217]","[0.3369570666974019, 0.33368468932723294, 0.32935824397536523]",44.22845263366386,44.271112143747175,1.000964526397445,,,
2304,random,100,3,2,func-random_n-100_d-3,"[0.3666821025351109, 0.29127965326989547, 0.34203824485926476]","[0.34874195455806317, 0.30767649515751233, 0.3435815502844244]",40.59424410722452,40.821225282283265,1.0055914620422344,,,
2305,random,100,3,2,func-random_n-100_d-3,"[0.30945010132088274, 0.3557153640083088, 0.33483453629364884]","[0.3152873257305471, 0.3577761754366983, 0.32693649883275455]",43.160800537499156,43.19136003928661,1.0007080383451392,,,
2306,random,100,3,2,func-random_n-100_d-3,"[0.33977625541293194, 0.33357572568370125, 0.32664801890367506]","[0.34479568157153667, 0.32753190603515486, 0.3276724123933086]",43.081918995177865,43.09385832415951,1.0002771308535021,,,
2307,random,100,3,2,func-random_n-100_d-3,"[0.3429399597728252, 0.33185409326104637, 0.3252059469684658]","[0.3411230112063358, 0.32627201063390104, 0.33260497815976314]",45.692707077471006,45.70820951017635,1.0003392758647252,,,
2308,random,100,3,2,func-random_n-100_d-3,"[0.32043946621126, 0.3106915244197617, 0.368869009368935]","[0.3158503317871451, 0.32441300264720346, 0.35973666556565126]",40.66378464273161,40.707973829650896,1.0010866963640381,,,
2309,random,100,3,2,func-random_n-100_d-3,"[0.3117215641645969, 0.32286148230564166, 0.3654169559118541]","[0.3116182221133671, 0.3168304417926734, 0.37155133609395946]",43.5489835980898,43.56528661643473,1.00037436047866,,,
2310,random,100,3,2,func-random_n-100_d-3,"[0.3422540152678543, 0.3296761450052302, 0.32806983973482434]","[0.3359390707279121, 0.32787459740886354, 0.3361863318632244]",42.723133783178255,42.75286378249391,1.000695875903358,,,
2311,random,100,3,2,func-random_n-100_d-3,"[0.3744411934161396, 0.29396206951753534, 0.33159673706465326]","[0.3583666214371523, 0.3232742872476717, 0.3183590913151762]",46.89748002997745,47.156790182799085,1.0055292982193473,,,
2312,random,100,3,2,func-random_n-100_d-3,"[0.3615612334672029, 0.3019206148121743, 0.3365181517212728]","[0.35215612546678676, 0.30986439893827994, 0.33797947559493324]",43.093549807757924,43.13202140594854,1.0008927460922166,,,
2313,random,100,3,2,func-random_n-100_d-3,"[0.3519818731336125, 0.33501593894056003, 0.31300218792973344]","[0.3336631873710232, 0.3260933127678318, 0.34024349986114516]",40.05175526366107,40.3219080162789,1.006745091465765,,,
2314,random,100,3,2,func-random_n-100_d-3,"[0.352937852439378, 0.31625461304410035, 0.33080753451689116]","[0.34476295242417015, 0.33546139591806445, 0.3197756516577654]",43.93059671544596,44.02935599168218,1.0022480750005724,,,
2315,random,100,3,2,func-random_n-100_d-3,"[0.31278186023750626, 0.33903206811019526, 0.348186071931833]","[0.31973687919377153, 0.34910396300164714, 0.33115915780458116]",39.8880547878341,39.97482424418704,1.0021753243374356,,,
2316,random,100,3,2,func-random_n-100_d-3,"[0.33418669812106466, 0.3644596932881455, 0.30135360859756644]","[0.3274032406178805, 0.3484030122799953, 0.3241937471021241]",41.30960461192649,41.39793752286048,1.0021383141224376,,,
2317,random,100,3,2,func-random_n-100_d-3,"[0.3209094997605495, 0.3412689124474253, 0.3378215878176228]","[0.3133042064045394, 0.3408816093652645, 0.3458141842301961]",41.33322275820656,41.3493123459994,1.0003892652621589,,,
2318,random,100,3,2,func-random_n-100_d-3,"[0.3093007427912568, 0.35491416102628276, 0.33578509697043546]","[0.3042778065531112, 0.348834332244522, 0.34688786120236687]",43.14700107085424,43.18985350497958,1.00099317294509,,,
2319,random,100,3,2,func-random_n-100_d-3,"[0.35564406097693696, 0.3336670042258227, 0.31068893479795384]","[0.35496497770896307, 0.3305329827698178, 0.31450203952121913]",43.61601358048101,43.62199059105246,1.0001370370669116,,,
2320,random,100,3,2,func-random_n-100_d-3,"[0.329724420059524, 0.3372475503197143, 0.33302802967659456]","[0.3340331687734328, 0.3485175310119429, 0.31744930021462436]",40.71009841337969,40.90724462352803,1.0048426856684667,,,
2321,random,100,3,2,func-random_n-100_d-3,"[0.35120717963848896, 0.3221931562952336, 0.32659966406640234]","[0.340737384269639, 0.3206153617292851, 0.33864725400107576]",44.32333631453226,44.367137505150296,1.0009882196210864,,,
2322,random,100,3,2,func-random_n-100_d-3,"[0.33297704608826834, 0.3398354662421969, 0.32718748779721535]","[0.3359696187618326, 0.33029900884854824, 0.333731372389619]",42.174774846036364,42.20693865835003,1.0007626315121085,,,
2323,random,100,3,2,func-random_n-100_d-3,"[0.3263152836244296, 0.35118391080855127, 0.32250080556782906]","[0.32541378089690215, 0.3460362883961796, 0.3285499307069184]",45.121561624086794,45.145927498972746,1.0005400051329993,,,
2324,random,100,3,2,func-random_n-100_d-3,"[0.33331446799075615, 0.30833656809758747, 0.35834896393667315]","[0.33375050389094374, 0.3078937384193199, 0.35835575768973627]",42.661267936786174,42.66126793673611,0.9999999999988265,,,
2325,random,100,3,2,func-random_n-100_d-3,"[0.3333269430364043, 0.3212650789944941, 0.34540797808758766]","[0.33641461627002195, 0.3307636191832187, 0.3328217645467595]",43.0856129399482,43.15822390236158,1.0016852716593492,,,
2326,random,100,3,2,func-random_n-100_d-3,"[0.375663669981002, 0.315527968851215, 0.3088083611822562]","[0.36515341411950614, 0.3286362001599816, 0.30621038572051207]",47.88198740092613,47.99914894081846,1.0024468813065612,,,
2327,random,100,3,2,func-random_n-100_d-3,"[0.3378932713534372, 0.31014414818488245, 0.3519625804629887]","[0.34166756319968533, 0.3150462046449215, 0.3432862321553932]",40.98517964881244,41.028768521297785,1.0010635276668016,,,
2328,random,100,3,2,func-random_n-100_d-3,"[0.3334752746780625, 0.3306707362365015, 0.3358539890891454]","[0.3215373559735301, 0.3420467502826202, 0.33641589374384934]",37.18369527798736,37.27697706228122,1.0025086743960352,,,
2329,random,100,3,2,func-random_n-100_d-3,"[0.33664309604562737, 0.3476878637493658, 0.3156690402057537]","[0.32378560075726837, 0.342256588134289, 0.3339578111084425]",42.21484879303422,42.336947936331214,1.0028923269131107,,,
2330,random,100,3,2,func-random_n-100_d-3,"[0.34439748472104353, 0.32512134597784237, 0.3304811698468601]","[0.3370115548579923, 0.3227083505922006, 0.34028009454980696]",40.09495316732707,40.17851683873805,1.0020841443825173,,,
2331,random,100,3,2,func-random_n-100_d-3,"[0.321846120656182, 0.32403085301435747, 0.35412302641788684]","[0.3236090560216451, 0.324670573456454, 0.3517203705219009]",42.09221536803289,42.09594942088696,1.0000887112455694,,,
2332,random,100,3,2,func-random_n-100_d-3,"[0.3684914300785116, 0.31417827727254777, 0.31733029330413165]","[0.34339310943068063, 0.31220801252432034, 0.3443988780449988]",44.303272268056865,44.60606359445178,1.0068345138156585,,,
2333,random,100,3,2,func-random_n-100_d-3,"[0.33048570349724954, 0.3425647245896793, 0.32694957220286597]","[0.31332404197229224, 0.3436304342919393, 0.3430455237357684]",46.86071222149264,46.92644235916826,1.001402670479376,,,
2334,random,100,3,2,func-random_n-100_d-3,"[0.33390430880496685, 0.323743472885772, 0.3423522183097181]","[0.33471319505630115, 0.3253996165303354, 0.3398871884133638]",42.920042080036765,42.92083919007207,1.0000185719770223,,,
2335,random,100,3,2,func-random_n-100_d-3,"[0.33364515923714805, 0.3612812023702076, 0.3050736400818026]","[0.32922322256370073, 0.36058578671359404, 0.31019099072270534]",43.17605540688655,43.19185786111662,1.0003660004157664,,,
2336,random,100,3,2,func-random_n-100_d-3,"[0.2795422506906347, 0.3861475619562898, 0.3343101873631838]","[0.3097128674568774, 0.371750848495137, 0.3185362840479854]",41.860956649496735,42.10973239890263,1.0059429064531158,,,
2337,random,100,3,2,func-random_n-100_d-3,"[0.3503186560073405, 0.3347063880119634, 0.3149749561782372]","[0.3520717107792894, 0.3201526229147922, 0.3277756663059186]",44.2512028074036,44.38254262288037,1.0029680507453866,,,
2338,random,100,3,2,func-random_n-100_d-3,"[0.3341650320254621, 0.33073365242597824, 0.3351013155488372]","[0.3310388503633564, 0.32689107530216455, 0.34207007433447933]",40.632611401128145,40.66420885642464,1.0007776378186615,,,
2339,random,100,3,2,func-random_n-100_d-3,"[0.32814721011298953, 0.3417279103582414, 0.33012488063252204]","[0.3468469306507385, 0.3380008011549239, 0.3151522681943375]",42.51316096991678,42.68559626183248,1.0040560449512967,,,
2340,random,100,3,2,func-random_n-100_d-3,"[0.3367434782652453, 0.32966225211459943, 0.33359427033816536]","[0.33688038066552606, 0.338197540358639, 0.32492207897583475]",43.870698348793596,43.8936419680924,1.0005229827689632,,,
2341,random,100,3,2,func-random_n-100_d-3,"[0.2888053702112107, 0.3516342286629533, 0.35956040121771793]","[0.29465047045253023, 0.3457798009179077, 0.3595697286295622]",40.65846461526518,40.673433461673326,1.0003681606413275,,,
2342,random,100,3,2,func-random_n-100_d-3,"[0.30372129736316683, 0.38938881050712815, 0.3068898925068368]","[0.3313100791248145, 0.3536882899632709, 0.3150016309119145]",40.28381557029177,40.61529099156858,1.0082285011135157,,,
2343,random,100,3,2,func-random_n-100_d-3,"[0.33619208002009376, 0.34759200209405894, 0.31621591788576503]","[0.33821710595773324, 0.3487951183834591, 0.31298777565880753]",36.88622130349944,36.89439735573403,1.0002216559990604,,,
2344,random,100,3,2,func-random_n-100_d-3,"[0.35500894044033093, 0.3404509720478953, 0.30454008752012857]","[0.3579718603151174, 0.3451611570048558, 0.2968669826800268]",41.5869387784559,41.62320178453124,1.0008719806540347,,,
2345,random,100,3,2,func-random_n-100_d-3,"[0.3576655414196296, 0.33309240173353133, 0.3092420568479956]","[0.37200629305507227, 0.31279503982347306, 0.3151986671214548]",36.39579576969412,36.576815487313645,1.0049736436253514,,,
2346,random,100,3,2,func-random_n-100_d-3,"[0.3576086545872489, 0.3255933621282891, 0.3167979837865883]","[0.36068287377356933, 0.32486222510842894, 0.3144549011180018]",45.35140297075038,45.35872935931088,1.0001615471204988,,,
2347,random,100,3,2,func-random_n-100_d-3,"[0.3080977412474784, 0.36200044565309336, 0.329901813091455]","[0.3158856423561453, 0.357302449181884, 0.32681190846197067]",45.22062302342789,45.24658231165288,1.0005740586150602,,,
2348,random,100,3,2,func-random_n-100_d-3,"[0.32636602686548255, 0.3534665089762336, 0.3201674645182497]","[0.3215645734922979, 0.33739346192167147, 0.3410419645860307]",38.74801128079118,38.874411397420836,1.00326210591077,,,
2349,random,100,3,2,func-random_n-100_d-3,"[0.336826965147196, 0.3395365499947297, 0.32363648485862617]","[0.33848216291139444, 0.31917337199352735, 0.34234446509507843]",39.758362969843176,39.89043077469663,1.0033217616367562,,,
2350,random,100,3,2,func-random_n-100_d-3,"[0.3503382749555539, 0.30906558962445746, 0.3405961357437098]","[0.3485603094677241, 0.3211573637370636, 0.3302823267952123]",44.102083538576025,44.130411282260226,1.0006423221174896,,,
2351,random,100,3,2,func-random_n-100_d-3,"[0.35501613595442555, 0.3380129677383742, 0.3069708963117898]","[0.3482576020954407, 0.32478608906136036, 0.3269563088431992]",43.88368669345173,44.04384142278252,1.0036495276809705,,,
2352,random,100,3,2,func-random_n-100_d-3,"[0.3347709381826596, 0.3406274980441025, 0.3246015638504472]","[0.3333784275444425, 0.3381302620885584, 0.32849131036699947]",43.11518238468836,43.117615686300766,1.000056437233425,,,
2353,random,100,3,2,func-random_n-100_d-3,"[0.3744708264256857, 0.3443138499209179, 0.28121532434467245]","[0.37209993103650596, 0.33300747429515637, 0.294892594668338]",42.93719711202762,42.995313750097274,1.0013535265918272,,,
2354,random,100,3,2,func-random_n-100_d-3,"[0.3226661092081165, 0.3197076350165529, 0.3576262557880526]","[0.32149553415272136, 0.3261849306256611, 0.3523195352216176]",44.01677449956368,44.02563756047987,1.000201356437789,,,
2355,random,100,3,2,func-random_n-100_d-3,"[0.3338603301578509, 0.31518248523497594, 0.35095718464831543]","[0.3422716365219454, 0.3109931918645539, 0.34673517161350065]",40.452886738758224,40.47314283784473,1.000500733092729,,,
2356,random,100,3,2,func-random_n-100_d-3,"[0.3323968297942231, 0.3069160440568586, 0.360687126150396]","[0.3376209140465331, 0.3100750338491971, 0.35230405210426974]",42.75377425640624,42.79230573597959,1.000901241591965,,,
2357,random,100,3,2,func-random_n-100_d-3,"[0.32698835602047477, 0.35238172666906337, 0.32062991733177343]","[0.3454482531391993, 0.3414537754034027, 0.3130979714573981]",38.63186659014441,38.75977741333343,1.0033110184539116,,,
2358,random,100,3,2,func-random_n-100_d-3,"[0.33539037481621614, 0.3321016780903749, 0.33250794767934283]","[0.33625709587556024, 0.3266273377354247, 0.33711556638901513]",41.34435627232343,41.35282183195691,1.0002047573211135,,,
2359,random,100,3,2,func-random_n-100_d-3,"[0.32016292188621154, 0.35331458224089024, 0.3265224970569416]","[0.31524927004339653, 0.3632392609559892, 0.3215114690006143]",40.57681225923148,40.629834858963214,1.0013067216663791,,,
2360,random,100,3,2,func-random_n-100_d-3,"[0.32431386098568, 0.28157972213779797, 0.39410641786303213]","[0.3341003192742969, 0.2904603508613244, 0.375439329864379]",43.417187717797134,43.560041463188085,1.0032902579116703,,,
2361,random,100,3,2,func-random_n-100_d-3,"[0.3273269604380884, 0.34993713358287093, 0.32273590598052043]","[0.32210321571837036, 0.3621627640092802, 0.31573402027234954]",44.78119632894196,44.82637262778346,1.001008822955726,,,
2362,random,100,3,2,func-random_n-100_d-3,"[0.3103575998100945, 0.31974343158643637, 0.3698989686086345]","[0.31515838681098535, 0.31496215124228166, 0.3698794619467328]",43.92355560008548,43.93626316727859,1.0002893109863147,,,
2363,random,100,3,2,func-random_n-100_d-3,"[0.31536481931022575, 0.3614341853724921, 0.32320099532399144]","[0.33243343395741026, 0.34729758008242134, 0.3202689859601685]",42.84569912560828,42.95193326568923,1.0024794586679402,,,
2364,random,100,3,2,func-random_n-100_d-3,"[0.3260270295393303, 0.355291559660635, 0.31868141080908247]","[0.3575850000192514, 0.3472465200719846, 0.29516847990876394]",39.69471115908086,39.96851024420994,1.00689762129851,,,
2365,random,100,3,2,func-random_n-100_d-3,"[0.334608955875468, 0.31500253557296787, 0.3503885085683224]","[0.3513415370064444, 0.3105670383643162, 0.3380914246292395]",42.873391485212125,42.98032428816697,1.002494153115732,,,
2366,random,100,3,2,func-random_n-100_d-3,"[0.32841972268823433, 0.319648962472756, 0.3519313148454616]","[0.31823266139332, 0.3358413686712238, 0.345925969935456]",40.32925205854004,40.47910629195598,1.0037157702106256,,,
2367,random,100,3,2,func-random_n-100_d-3,"[0.30482037360603986, 0.3250765356628369, 0.37010309073081066]","[0.31175269853073795, 0.340183966344554, 0.34806333512470805]",43.924118878704085,44.065034613817886,1.0032081630482546,,,
2368,random,100,3,2,func-random_n-100_d-3,"[0.372960357247654, 0.2692234585885808, 0.3578161841672832]","[0.36721277495646654, 0.2960933092984745, 0.33669391574505925]",45.08190774400574,45.394922870722894,1.0069432537880736,,,
2369,random,100,3,2,func-random_n-100_d-3,"[0.3121340736897414, 0.3572943918826319, 0.3305715349480077]","[0.31954531716969037, 0.3622493401769515, 0.31820534265335826]",42.47268088443326,42.52045475359283,1.0011248140725932,,,
2370,random,100,3,2,func-random_n-100_d-3,"[0.31942256399239877, 0.3369937881394423, 0.3435836491003241]","[0.3415447536092154, 0.32539585995175974, 0.3330593864390248]",43.117439723703676,43.29802847204105,1.004188299432772,,,
2371,random,100,3,2,func-random_n-100_d-3,"[0.35317778255189913, 0.36387449965628255, 0.28294771780939243]","[0.3394363361867439, 0.357050803875366, 0.3035128599378901]",48.65359559202236,48.77427657334143,1.0024804123898883,,,
2372,random,100,3,2,func-random_n-100_d-3,"[0.3191914600657385, 0.3320251566219213, 0.3487833833488256]","[0.3036099523938384, 0.3316726316508757, 0.3647174159552859]",49.30293444510181,49.3866928998765,1.0016988533383941,,,
2373,random,100,3,2,func-random_n-100_d-3,"[0.3497929487720259, 0.3537276690739872, 0.29647938357814324]","[0.34731741519119175, 0.34460351609361445, 0.30807906871519375]",44.029331888504444,44.090250005651534,1.0013835803209858,,,
2374,random,100,3,2,func-random_n-100_d-3,"[0.34826836633148694, 0.310621224137354, 0.34111041047851054]","[0.3485744509265603, 0.3120634507264819, 0.33936209834695774]",43.57942497325745,43.58256204229419,1.0000719850947704,,,
2375,random,100,3,2,func-random_n-100_d-3,"[0.36746128634096925, 0.31314144780630565, 0.319397266836878]","[0.35289359536577025, 0.326380538025482, 0.32072586660874786]",43.25366064654492,43.3107906554557,1.0013208132689073,,,
2376,random,100,3,2,func-random_n-100_d-3,"[0.3480582907157497, 0.2986146684072757, 0.3533270420463509]","[0.3444072798478375, 0.30062066734708276, 0.35497205280507965]",41.65647337969367,41.66185113504124,1.0001290977106618,,,
2377,random,100,3,2,func-random_n-100_d-3,"[0.33741592274435467, 0.3379083428600231, 0.3246757344041523]","[0.34377699345910884, 0.32464811491312595, 0.3315748916277652]",45.733216922414194,45.7956192227569,1.0013644852591186,,,
2378,random,100,3,2,func-random_n-100_d-3,"[0.3522925371607558, 0.32853079743228963, 0.3191766655615379]","[0.33676081968982435, 0.3315710709611499, 0.3316681093490257]",41.40848383903068,41.44235525169708,1.00081798244046,,,
2379,random,100,3,2,func-random_n-100_d-3,"[0.3250794562991004, 0.32648970646958103, 0.34843083723872564]","[0.34295204091254466, 0.31827145279798097, 0.3387765062894744]",41.943910095490935,42.09435554417799,1.003586824603251,,,
2380,random,100,3,2,func-random_n-100_d-3,"[0.34888901803109557, 0.307130754559106, 0.3439802274101944]","[0.33192243458790993, 0.31051974761682055, 0.3575578177952698]",44.542522470186775,44.70038841276079,1.003544162607308,,,
2381,random,100,3,2,func-random_n-100_d-3,"[0.3514292930092435, 0.3175011573123463, 0.3310695496799246]","[0.3400101878267958, 0.3243326709664036, 0.3356571412068004]",42.42377552579861,42.48739225153428,1.0014995536099087,,,
2382,random,100,3,2,func-random_n-100_d-3,"[0.3176565586006478, 0.3459955528021292, 0.33634788884649036]","[0.31802239318263603, 0.33294797303585516, 0.3490296337815087]",40.94466210721609,41.001669505307916,1.0013923035423409,,,
2383,random,100,3,2,func-random_n-100_d-3,"[0.3289388825184224, 0.3140911828305465, 0.3569699358665287]","[0.3291034742998344, 0.32096563147077395, 0.3499308942293917]",43.8454128921808,43.87430370349457,1.0006589243756197,,,
2384,random,100,3,2,func-random_n-100_d-3,"[0.3253967547000764, 0.3446029206283612, 0.33000032467301543]","[0.3228315556641037, 0.3536679450851232, 0.3235004992507733]",38.080018875643724,38.111607846624544,1.000829541893978,,,
2385,random,100,3,2,func-random_n-100_d-3,"[0.32241837560892983, 0.3354323503914341, 0.34214927399993694]","[0.330088874903725, 0.3340075094042296, 0.33590361569204524]",41.03192503645092,41.095419009813924,1.0015474285768118,,,
2386,random,100,3,2,func-random_n-100_d-3,"[0.34476287228195907, 0.31007493572268235, 0.3451621937558491]","[0.3368953917568107, 0.3284462747329144, 0.3346583335102748]",42.27787977187308,42.39429829966146,1.002753651044389,,,
2387,random,100,3,2,func-random_n-100_d-3,"[0.30499108313879053, 0.3750476230904335, 0.31996129377480087]","[0.31377578558753005, 0.37845243337555934, 0.3077717810369108]",41.10137067072899,41.19099765078222,1.0021806323874514,,,
2388,random,100,3,2,func-random_n-100_d-3,"[0.31131332778310783, 0.353591566143611, 0.3350951071901636]","[0.3213365217788663, 0.33107753077851987, 0.34758594744261373]",43.992715660625514,44.18584271896186,1.0043899781006063,,,
2389,random,100,3,2,func-random_n-100_d-3,"[0.3562759252890005, 0.3250685588888521, 0.3186555160506917]","[0.34303000310057075, 0.32748940268656257, 0.32948059421286685]",42.625317776690295,42.71861371960397,1.0021887448066065,,,
2390,random,100,3,2,func-random_n-100_d-3,"[0.30061301966222376, 0.33807218570510195, 0.3613147946359496]","[0.3081429948160092, 0.3467346805195174, 0.3451223246644732]",40.83855352645012,40.94254441983771,1.0025463902221767,,,
2391,random,100,3,2,func-random_n-100_d-3,"[0.33003897932676635, 0.3466011443398299, 0.32335987634135316]","[0.33026491097897626, 0.33920958409917246, 0.33052550492185134]",44.50923057482318,44.53562954972572,1.000593112362573,,,
2392,random,100,3,2,func-random_n-100_d-3,"[0.33311369050018586, 0.3296777655774346, 0.3372085439360897]","[0.33512390438264833, 0.3286645552254673, 0.3362115403918843]",45.62613177978975,45.63223943244948,1.000133863039041,,,
2393,random,100,3,2,func-random_n-100_d-3,"[0.3240745935881115, 0.3229702585575155, 0.35295514853569654]","[0.315092536536669, 0.33213953502540167, 0.3527679284379293]",44.83697800589181,44.89350080489872,1.0012606290950181,,,
2394,random,100,3,2,func-random_n-100_d-3,"[0.34814906878047963, 0.3398762860882637, 0.3119746451325331]","[0.3567129795110365, 0.33027801115522754, 0.3130090093337359]",43.19807943002779,43.21916954466198,1.0004882188030686,,,
