func,n,d,n_clusters,noise,weights,centers,dataset_num,title,optimal,mean,optimal_sc,mean_sc,distortion
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3526235433279512, 0.3254201415596415, 0.32195631770179906]","[0.34340171416689524, 0.3393500381166186, 0.3172482477164861]",46.73393750258445,46.80011980378394,1.0014161507618704
random,100,3,,,,,2,func-random_n-100_d-3,"[0.32677807741367665, 0.3455477936752377, 0.3276741289237212]","[0.3521572544527141, 0.3434544760237656, 0.30438826952352027]",47.12671794031032,47.33823655938083,1.0044882951394667
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3018668734227949, 0.3379021222827274, 0.3602310042963185]","[0.3110546936477289, 0.3404724944676588, 0.3484728118846123]",45.93799629739271,45.9920703396916,1.0011771092920299
random,100,3,,,,,2,func-random_n-100_d-3,"[0.32803687773918266, 0.34108265151880757, 0.33088047077845384]","[0.32792491835197246, 0.33944271267003484, 0.33263236897799275]",43.491476793276625,43.496608973797386,1.0001180042826587
random,100,3,,,,,2,func-random_n-100_d-3,"[0.343572681330773, 0.32629418850441133, 0.33013313016533885]","[0.3518219174918742, 0.3065731983098059, 0.3416048841983199]",44.541946250640976,44.64201285730131,1.002246570145302
random,100,3,,,,,2,func-random_n-100_d-3,"[0.31950706288308417, 0.35962597345944297, 0.3208669636678629]","[0.32385129229119003, 0.35718261273960344, 0.3189660949692065]",42.706777208152246,42.7154043012453,1.0002020075888893
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3394250465579322, 0.334298636490825, 0.32627631695743986]","[0.34526810560177074, 0.32609603426684947, 0.32863586013137963]",44.254459083865676,44.27754349738562,1.0005216290967696
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3437444661578697, 0.323527435040407, 0.33272809940701503]","[0.3352063953418052, 0.3355004232627347, 0.3292931813954601]",37.869325274828135,37.905046556430094,1.000943277477027
random,100,3,,,,,2,func-random_n-100_d-3,"[0.29158525385234785, 0.3554323498754618, 0.35298239628039796]","[0.2923028886155553, 0.36112953205778175, 0.34656757932666293]",45.94955204613834,45.96398820675045,1.000314174131613
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3738099697297594, 0.2724867084502479, 0.35370332190805004]","[0.3514360707026101, 0.32000709333911453, 0.3285568359582753]",44.4707803419685,44.957527956680025,1.0109453355881899
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3567614934042253, 0.27772177165520534, 0.3655167358450516]","[0.3510462407875357, 0.28408362153729366, 0.3648701376751706]",45.65323597767149,45.68176971033031,1.0006250100797405
random,100,3,,,,,2,func-random_n-100_d-3,"[0.34011860068475774, 0.363872858715364, 0.29600854126209897]","[0.3263203914096669, 0.3681800693035015, 0.3054995392868315]",45.474666401156284,45.55146861940595,1.0016889011910974
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3082065824715805, 0.314567262771114, 0.3772261547578449]","[0.31682897998711, 0.3222354590360522, 0.3609355609768376]",43.89543315456892,44.00820986455543,1.0025692128288013
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3530754501423951, 0.3314069656437316, 0.31551758447605854]","[0.3452997512512885, 0.324485175894583, 0.33021507285412854]",43.52281562969886,43.65103977411514,1.0029461362405234
random,100,3,,,,,2,func-random_n-100_d-3,"[0.30922386556911663, 0.39181233019755546, 0.2989638052380608]","[0.30589172284275523, 0.3746396590955253, 0.31946861806171944]",42.176780492671085,42.292104329359624,1.0027342968178563
random,100,3,,,,,2,func-random_n-100_d-3,"[0.29823912201472447, 0.3690452532576356, 0.3327156249968769]","[0.3021078982901555, 0.3646139722644968, 0.3332781294453478]",43.12975571796625,43.134503029944234,1.0001100704582941
random,100,3,,,,,2,func-random_n-100_d-3,"[0.31757562131663797, 0.35800483873092653, 0.32441954069258244]","[0.3261701745487423, 0.35215782377706567, 0.3216720016741922]",45.68281789741927,45.7075949664281,1.0005423717307558
random,100,3,,,,,2,func-random_n-100_d-3,"[0.32881528788248265, 0.3732498882321822, 0.2979348244686691]","[0.3419802791240476, 0.3571953817443932, 0.3008243391315592]",46.504528419373976,46.57577283015969,1.0015319886730867
random,100,3,,,,,2,func-random_n-100_d-3,"[0.35464334415275606, 0.311163699683269, 0.3341929561622107]","[0.35124119707458007, 0.3174187347611462, 0.3313400681642736]",40.94146060297135,40.96243473647161,1.000512295682454
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3647346457575208, 0.3139828240693184, 0.3212825305976053]","[0.35963670314908064, 0.30192721763899466, 0.33843607921192465]",44.74105613324918,44.829931877492335,1.0019864471678643
random,100,3,,,,,2,func-random_n-100_d-3,"[0.31995479475851074, 0.33536634148831473, 0.3446788652703744]","[0.32035635816310887, 0.3307232046375371, 0.34892043719935417]",40.93985778192609,40.94942463308262,1.000233680615294
random,100,3,,,,,2,func-random_n-100_d-3,"[0.347354954285716, 0.305518247713732, 0.34712679892463505]","[0.34222908516004347, 0.31372096396443494, 0.34404995087552154]",43.589899971230956,43.61915911067529,1.000671236673258
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3349750481282749, 0.33942425692040334, 0.32560069495328636]","[0.35701242445721343, 0.3168789455891375, 0.326108629953649]",43.772967266039515,43.98156439906814,1.0047654327786562
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3267322336758721, 0.3590094454773969, 0.31425832250662245]","[0.31101933574042007, 0.3622701186350965, 0.3267105456244833]",41.603333081988744,41.70180460123745,1.0023669141858091
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3218844068856319, 0.35277189060160985, 0.3253437026387734]","[0.32338991432518954, 0.3448792709516902, 0.33173081472312]",41.803056095485054,41.86587177221423,1.0015026575230694
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3141221636338305, 0.34799610160787336, 0.33788173476055344]","[0.3235596952196158, 0.3373353123552706, 0.33910499242511344]",38.892416193389636,38.96650003844078,1.001904840385405
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3106862918253746, 0.3552207530180035, 0.3340929551852176]","[0.3141191036956813, 0.36337209938749576, 0.3225087969168227]",42.94421855920585,43.003099178004824,1.0013710953598514
random,100,3,,,,,2,func-random_n-100_d-3,"[0.31273192861230475, 0.3457852336745222, 0.34148283785009526]","[0.31764673470878946, 0.32259367349156315, 0.3597595917996476]",40.44539689903081,40.8012323338389,1.0087979216941894
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3271152095345179, 0.35314952881997036, 0.31973526178152845]","[0.3349719670861991, 0.3481546422969406, 0.31687339061686015]",40.6461608200215,40.67024770366717,1.0005925992310154
random,100,3,,,,,2,func-random_n-100_d-3,"[0.34640270011439384, 0.305333635521429, 0.3482636643947753]","[0.35557855824380874, 0.3015454695061206, 0.34287597225007077]",44.354817125917236,44.375948850243624,1.0004764245621034
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3014583486256324, 0.389693934395556, 0.3088477169785656]","[0.31165017988025706, 0.38682294010370977, 0.3015268800160331]",42.33306978718509,42.39073155976821,1.0013620975958748
random,100,3,,,,,2,func-random_n-100_d-3,"[0.2902467884681755, 0.3501482844956546, 0.3596049296704547]","[0.31143422412835486, 0.3453994829586906, 0.3431662929129545]",43.54883999355345,43.65490837833277,1.0024356190611512
random,100,3,,,,,2,func-random_n-100_d-3,"[0.35106587832816666, 0.32798159494707785, 0.3209525267275964]","[0.3299529426775718, 0.33859186531948665, 0.33145519200294155]",43.519912165487504,43.762748600971726,1.0055798925917134
random,100,3,,,,,2,func-random_n-100_d-3,"[0.35109564666905585, 0.33836922917369167, 0.3105351268368986]","[0.3361051310574329, 0.34717088833104, 0.3167239806115274]",40.184891143042734,40.23331509653585,1.0012050288582528
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3315659485618816, 0.31828277249729064, 0.35015127894426684]","[0.32546527695179117, 0.3170321647980514, 0.35750255825015737]",38.91820466231933,38.93450828645873,1.000418920252896
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3723880062235269, 0.33186519389064245, 0.29574680071563175]","[0.35970387501113565, 0.32657679076224577, 0.31371933422661874]",41.568206073408454,41.686277177530066,1.0028404185620399
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3182266872238944, 0.33911246477893725, 0.342660847996342]","[0.329131982267337, 0.3340524666036797, 0.3368155511289834]",38.19480559970846,38.27501176391987,1.0020999233521959
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3518901622145375, 0.28836675295274783, 0.359743085024636]","[0.3382096567468376, 0.3051596886742161, 0.3566306545789463]",42.69891712352798,42.8490724470889,1.0035166072977102
random,100,3,,,,,2,func-random_n-100_d-3,"[0.34944501466030325, 0.3612217701799242, 0.2893332161139589]","[0.3356575534687088, 0.3555488042639576, 0.3087936422673337]",35.75991467081559,35.96909282308664,1.0058495148603295
random,100,3,,,,,2,func-random_n-100_d-3,"[0.34615471001615805, 0.3299662637836147, 0.3238790262566546]","[0.3377668921524103, 0.3244549373772718, 0.33777817047031766]",42.06207901142299,42.11746590716214,1.0013167893038315
random,100,3,,,,,2,func-random_n-100_d-3,"[0.34771962785918686, 0.32186685322160363, 0.33041351930185725]","[0.3439760251184227, 0.3216590233962036, 0.3343649514853739]",40.939685500192184,40.9518447054087,1.0002970028975056
random,100,3,,,,,2,func-random_n-100_d-3,"[0.335365093916487, 0.31901528223683545, 0.34561962632476173]","[0.3294037004050951, 0.31663022033953164, 0.35396607925537343]",41.66050556691889,41.722203418511526,1.0014809674235357
random,100,3,,,,,2,func-random_n-100_d-3,"[0.33212648479386325, 0.30858736399790554, 0.35928615126551194]","[0.34621776167221185, 0.3161845583388029, 0.3375976799889854]",45.7637972467184,45.89019916480998,1.0027620504786814
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3269164250628497, 0.3123311029852677, 0.36075247407562233]","[0.3384903027326925, 0.2954499743784613, 0.36605972288884603]",45.209866781700356,45.25975137478144,1.0011034005767359
random,100,3,,,,,2,func-random_n-100_d-3,"[0.32156510391506515, 0.36537087020710535, 0.31306402589861626]","[0.326076333024153, 0.3536876711516213, 0.32023599582422557]",42.97807959203927,43.07085364363347,1.002158636506676
random,100,3,,,,,2,func-random_n-100_d-3,"[0.34169255568987267, 0.3080883513038609, 0.35021909321934297]","[0.33870423640576264, 0.3214875931262516, 0.3398081704679859]",44.76122994354581,44.82620902678846,1.0014516822554833
random,100,3,,,,,2,func-random_n-100_d-3,"[0.32005941048015524, 0.3173548445850638, 0.36258574730519133]","[0.32642825169919776, 0.31309509446453093, 0.36047665383627153]",41.69182061713623,41.716394708985554,1.0005894223731555
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3269957228262419, 0.35271050750529165, 0.32029376980052543]","[0.33504325740214047, 0.34718607939390517, 0.31777066320395436]",43.970524990001756,43.99549373141155,1.0005678517919783
random,100,3,,,,,2,func-random_n-100_d-3,"[0.2954856781843033, 0.37249048137265006, 0.3320238404643411]","[0.30719080979650865, 0.3600803420976771, 0.33272884810581416]",43.487678688811265,43.549280984828975,1.0014165459706075
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3486491742453928, 0.3084205617300529, 0.34293026451377384]","[0.3355628106981313, 0.31336677062572127, 0.35107041867614763]",44.348251095116304,44.39791586363666,1.0011198811067845
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3228595813473199, 0.34264021822824103, 0.33450020145559617]","[0.33216199418888265, 0.34180219426928177, 0.3260358115418358]",44.582068977165214,44.6051758440254,1.0005182995628135
random,100,3,,,,,2,func-random_n-100_d-3,"[0.33180595597796364, 0.31556112596414587, 0.352632918203477]","[0.345359131015642, 0.3087333244935271, 0.34590754449083083]",42.301086631918736,42.40468515493305,1.0024490747463717
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3348782606900463, 0.30476794435426485, 0.36035379495585307]","[0.34449467548525314, 0.3223014134553385, 0.33320391105940844]",46.119958496885566,46.32803549173829,1.0045116474869937
random,100,3,,,,,2,func-random_n-100_d-3,"[0.34097269026650295, 0.3275310717523863, 0.33149623798319133]","[0.3343267798412294, 0.3257657942350543, 0.3399074259237165]",43.26001753573343,43.300228753038134,1.0009295238327514
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3025537757425456, 0.35898972450190036, 0.3384564997563613]","[0.2947070688233921, 0.35564777842094186, 0.3496451527556661]",43.84837198293005,43.87497246574604,1.0006066469885437
random,100,3,,,,,2,func-random_n-100_d-3,"[0.35389018037218994, 0.3724976819446408, 0.27361213979702653]","[0.3636247373426893, 0.3595914563090964, 0.2767838063482143]",40.91340430645281,41.00650238894454,1.0022754909807652
random,100,3,,,,,2,func-random_n-100_d-3,"[0.34858506072473844, 0.330539451019759, 0.3208754884088997]","[0.34834251275829, 0.33392650503853083, 0.31773098220317925]",47.82533265978549,47.83652328568958,1.000233989504761
random,100,3,,,,,2,func-random_n-100_d-3,"[0.32282342710945217, 0.3071686787068433, 0.37000789499437897]","[0.3347450691812151, 0.3058103402427198, 0.3594445905760648]",44.19999270793483,44.26907247676961,1.0015628909554632
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3410028980020914, 0.3381088415541611, 0.32088826044487095]","[0.34181563940449133, 0.3415628511260838, 0.31662150946942497]",44.31834642362746,44.33306393449798,1.0003320861913447
random,100,3,,,,,2,func-random_n-100_d-3,"[0.36471161148592424, 0.3418723798590533, 0.29341600865529144]","[0.35738353440120896, 0.33700637572745856, 0.30561008987133226]",42.69075438796986,42.77066318879539,1.001871805780224
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3150487377706709, 0.35169141224020123, 0.333259850001972]","[0.3214131343526705, 0.35613750446159925, 0.32244936118573014]",38.94292225180078,38.983260105503476,1.0010358198966651
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3317211827548571, 0.3338659709919456, 0.33441284625867973]","[0.32505914647579104, 0.3455096631847832, 0.3294311903394258]",40.780674184215265,40.828367440973736,1.0011695063338832
random,100,3,,,,,2,func-random_n-100_d-3,"[0.337146345909445, 0.3411713796294246, 0.3216822744676585]","[0.3474105260923965, 0.3298152385262271, 0.3227742353813767]",47.93540584653389,47.98862377327946,1.0011102008172403
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3312814263790937, 0.34211079077612044, 0.3266077841715687]","[0.33308428259269085, 0.340562983518153, 0.326352733889156]",43.94904037434225,43.94929991670716,1.0000059055297386
random,100,3,,,,,2,func-random_n-100_d-3,"[0.34496218903205045, 0.3219283778624397, 0.3331094348820613]","[0.3203546015337823, 0.3369698131768616, 0.34267558528935604]",46.05169707691834,46.19455052704005,1.0031020235776134
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3524715913522652, 0.30865749886994887, 0.3388709097873349]","[0.35807727837857345, 0.31429782030514647, 0.3276249013162801]",44.40113656105969,44.43082217096475,1.000668577703281
random,100,3,,,,,2,func-random_n-100_d-3,"[0.33868655308937207, 0.34106250131429344, 0.32025094560529577]","[0.3596222999388804, 0.32603658960585397, 0.31434111045526547]",44.206666815470086,44.32283373180473,1.0026278144158562
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3454784418390921, 0.31135948066039565, 0.34316207750863953]","[0.3341486739093547, 0.30820430442637425, 0.3576470216642711]",44.323696203451405,44.40654294991593,1.0018691299138107
random,100,3,,,,,2,func-random_n-100_d-3,"[0.2889714359834048, 0.3697869285874438, 0.34124163560244475]","[0.30359326744676257, 0.3582546253930437, 0.3381521071601935]",42.97963146410367,43.03559601393995,1.0013021179551767
random,100,3,,,,,2,func-random_n-100_d-3,"[0.30627278292746685, 0.32379370409415986, 0.3699335129818154]","[0.32556687738410595, 0.3238475834036676, 0.3505855392122266]",44.88425913578838,44.97169123599455,1.0019479457139229
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3096027216589595, 0.3726909526616671, 0.3177063256791231]","[0.32485291686610884, 0.34888099462958666, 0.3262660885043048]",42.639991019147004,42.9055848938239,1.0062287507180203
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3592033644719125, 0.3030416450138986, 0.3377549905183331]","[0.34181257389040004, 0.3131057425029943, 0.3450816836066059]",42.18682747054133,42.36637783953291,1.0042560765944526
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3314550184030754, 0.33159566916130756, 0.33694931243850545]","[0.34628439213354123, 0.3336824868311974, 0.3200331210352615]",42.51920574255913,42.6110958990339,1.0021611447079029
random,100,3,,,,,2,func-random_n-100_d-3,"[0.34487896830051173, 0.319958699835867, 0.3351623322362447]","[0.3255934850858159, 0.3315784966726205, 0.3428280182415638]",42.99597350945817,43.196170092396926,1.0046561704875625
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3552895822248733, 0.3415960870417755, 0.3031143308414621]","[0.3565372554219632, 0.3439810346401768, 0.29948170993786]",42.12627685866197,42.13498028527835,1.0002066032715302
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3189854112382841, 0.3573014385903557, 0.32371315019216673]","[0.3318819167872634, 0.3528166234325702, 0.3153014597801663]",44.05825369313893,44.09738461970082,1.0008881633583218
random,100,3,,,,,2,func-random_n-100_d-3,"[0.32871163887216964, 0.3431251123683119, 0.32816324883330844]","[0.3309113364023618, 0.3326905150287963, 0.33639814856884187]",43.329462187891465,43.37729939945978,1.0011040342795134
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3329772954849887, 0.32845423697898357, 0.3385684687028597]","[0.33748574869658243, 0.31912909055302824, 0.34338516075038916]",42.09991320314483,42.12531800674273,1.000603440759493
random,100,3,,,,,2,func-random_n-100_d-3,"[0.36155485236288176, 0.31419580108269696, 0.324249347268596]","[0.3604184421842583, 0.30924356694033345, 0.33033799087540844]",42.85521287504287,42.8816791497583,1.0006175742211945
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3306637041515567, 0.32755468545089617, 0.3417816104001053]","[0.3233332621448373, 0.31296966912946084, 0.3636970687257015]",41.534395544004624,41.65644890408687,1.0029386092775308
random,100,3,,,,,2,func-random_n-100_d-3,"[0.33741983361103006, 0.3708407486729401, 0.2917394177294627]","[0.3474371702764345, 0.34992894277322784, 0.3026338869503379]",45.378014476902976,45.558228222754515,1.0039713889628923
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3153958240232252, 0.34103689499005146, 0.34356728098677036]","[0.32117176588883795, 0.33627050326647057, 0.3425577308446915]",45.37036031366253,45.38009094748121,1.0002144711602774
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3461298231550785, 0.310701588387665, 0.343168588762065]","[0.33936937328287803, 0.3199377049984674, 0.3406929217186543]",39.09538436866105,39.123131509829534,1.0007097293354845
random,100,3,,,,,2,func-random_n-100_d-3,"[0.30284198199444523, 0.35506747944897277, 0.3420905385543061]","[0.29714631065455316, 0.3467460377297906, 0.35610765161565633]",41.73115593491278,41.83856544394492,1.0025738445683046
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3342018420988211, 0.32673767632120587, 0.33906048158834734]","[0.3390442570117576, 0.32774842254755354, 0.3332073204406889]",46.26796635962768,46.2958410143216,1.0006024612034439
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3155685824176042, 0.353385645351966, 0.33104577223097104]","[0.31843881574386046, 0.3532616587865834, 0.328299525469556]",41.76839042932088,41.77457580694172,1.0001480875264108
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3139124850768029, 0.34439534766829283, 0.3416921672550985]","[0.3087411747682255, 0.33511501640070607, 0.35614380883106844]",41.48539600194758,41.539065430734965,1.0012936945036
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3021340298751888, 0.380917420738061, 0.3169485495276975]","[0.31853402861132457, 0.3477112422922049, 0.33375472909647036]",42.25786613690685,42.47173604144654,1.0050610673015716
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3548554587856236, 0.3493151945271835, 0.29582934707641667]","[0.34744954224909264, 0.324926819335002, 0.3276236384159054]",41.620694927038755,41.906920571917965,1.0068770030241196
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3306411580183401, 0.3164143344175953, 0.352944508364497]","[0.3252179869535212, 0.3369604281942889, 0.33782158485218977]",42.55494648206634,42.69699947215137,1.003338107595668
random,100,3,,,,,2,func-random_n-100_d-3,"[0.34292958511985966, 0.3223383267888959, 0.3347320880936941]","[0.333605203702368, 0.33602273007098915, 0.33037206622664256]",41.37127887965406,41.44417005546457,1.0017618787183868
random,100,3,,,,,2,func-random_n-100_d-3,"[0.32540145272865567, 0.3713007626563413, 0.3032977862518039]","[0.33364146577159665, 0.36637318665490687, 0.29998534757349654]",45.43659940179586,45.46505382851583,1.0006262446374639
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3573064242668249, 0.32886785095724075, 0.3138257247760753]","[0.35320621793919016, 0.3330634643018771, 0.3137303177589329]",43.164934379392506,43.17174199917749,1.000157711806652
random,100,3,,,,,2,func-random_n-100_d-3,"[0.33080035923103795, 0.33669280006901997, 0.33250684070049813]","[0.33310168456139766, 0.3397280082761934, 0.3271703071624089]",41.576379198904384,41.5861323542751,1.0002345840488913
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3131694743760466, 0.3212522254412195, 0.3655783001838152]","[0.32186286155071847, 0.3221781883708637, 0.3559589500784179]",42.72211250178956,42.78020169033791,1.001359698412524
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3536117502524504, 0.3220389651073849, 0.32434928464027696]","[0.35921470041097947, 0.3153504813549382, 0.32543481823408243]",44.620654266557075,44.637094863884386,1.0003684526279937
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3203548817585182, 0.33412217377641623, 0.34552294445576576]","[0.32621009795409006, 0.3397592851525417, 0.33403061689336816]",40.80578933044552,40.841349806282594,1.0008714566344767
random,100,3,,,,,2,func-random_n-100_d-3,"[0.30920719698545646, 0.3783078974743645, 0.3124849076756837]","[0.31771019848756965, 0.37180865016174586, 0.31048115135068416]",46.201550685317116,46.22018618034905,1.0004033521549713
random,100,3,,,,,2,func-random_n-100_d-3,"[0.34565477087129864, 0.34652529356818695, 0.3078199359042957]","[0.31674743055961235, 0.36872581573758273, 0.314526753702805]",46.50902044609613,46.78500737260107,1.0059340515852147
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3659242005793644, 0.30022134284602314, 0.33385445720256196]","[0.358122133080192, 0.2956066759977446, 0.3462711909220634]",46.8145182726953,46.89720621140438,1.001766288360107
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3374224835823203, 0.29583907092524553, 0.36673844554594653]","[0.3387019764930095, 0.29757913888131543, 0.3637188846256752]",43.11950412142103,43.13524314621622,1.0003650094108427
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3260314022024527, 0.3506912404497214, 0.3232773573538059]","[0.3161775886927399, 0.34871258706572744, 0.33510982424153296]",45.60966713802229,45.65678132951746,1.0010329869620094
random,100,3,,,,,2,func-random_n-100_d-3,"[0.35001443215755623, 0.31569704114101294, 0.3342885267048479]","[0.35185435461777936, 0.3233195524645292, 0.3248260929176912]",41.327273956408895,41.35606914006763,1.0006967598126388
random,100,3,,,,,2,func-random_n-100_d-3,"[0.33564188133264355, 0.3250489991825096, 0.3393091194835223]","[0.32758947191790816, 0.3428093343272925, 0.3296011937547994]",39.653149743664414,39.91537925154839,1.0066130814217569
random,100,3,,,,,2,func-random_n-100_d-3,"[0.34280531206606957, 0.3405906046919166, 0.3166040833131235]","[0.34274492660970246, 0.33745021394775804, 0.3198048594425394]",40.14351964426242,40.149538642608604,1.000149936986082
random,100,3,,,,,2,func-random_n-100_d-3,"[0.34823371431262373, 0.33107204271524043, 0.32069424346632086]","[0.3576825314160699, 0.3198793284953161, 0.32243814008861404]",37.79011519694659,37.84296840365384,1.0013985987190515
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3079370551283124, 0.3379582257234637, 0.3541047191527641]","[0.3148400086502384, 0.3252040991974007, 0.3599558921523608]",40.89633480979744,40.98650960225054,1.0022049602457652
random,100,3,,,,,2,func-random_n-100_d-3,"[0.33752439594842326, 0.2982715010024269, 0.364204104437982]","[0.32786003279979803, 0.3117372429231377, 0.3604027242770641]",44.204207778533046,44.25066994118246,1.0010510800890764
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3191831039117013, 0.3244807728211312, 0.3563361252060376]","[0.34621273020080456, 0.31343533398451495, 0.3403519358146805]",42.09867833645402,42.34529007549751,1.0058579449234144
random,100,3,,,,,2,func-random_n-100_d-3,"[0.33351518372234445, 0.33843004626665246, 0.328054770012283]","[0.3165550222579652, 0.3464739348993956, 0.3369710428426391]",42.416318646441816,42.50965213435042,1.0022004146254788
random,100,3,,,,,2,func-random_n-100_d-3,"[0.342243643374186, 0.3273751491781642, 0.3303812074481438]","[0.34827390563091387, 0.33315993835344027, 0.3185661560156458]",42.13627878572696,42.21050863948898,1.0017616613498193
random,100,3,,,,,2,func-random_n-100_d-3,"[0.31467051239819815, 0.36447386004141424, 0.32085562756172853]","[0.32834088176335113, 0.35835816966317646, 0.31330094857347235]",40.61810989923694,40.68098220375441,1.001547888483079
random,100,3,,,,,2,func-random_n-100_d-3,"[0.34665681110930907, 0.3205345008578846, 0.3328086880328266]","[0.34665358823342807, 0.3338149538183307, 0.31953145794824134]",42.15300620561187,42.25419478166811,1.00240050675301
random,100,3,,,,,2,func-random_n-100_d-3,"[0.32955111447139934, 0.35595527922539033, 0.31449360630907286]","[0.33604546929079787, 0.3511618356122272, 0.3127926950969749]",38.95454486660755,38.96538625337143,1.0002783086492475
random,100,3,,,,,2,func-random_n-100_d-3,"[0.35624030438963006, 0.3201257575598841, 0.32363393882820135]","[0.3656742009879769, 0.3206454731983709, 0.3136803258136521]",43.66924197252891,43.708301942101755,1.0008944503684634
random,100,3,,,,,2,func-random_n-100_d-3,"[0.34009017242161693, 0.3198525993022501, 0.3400572282764039]","[0.32933405239486113, 0.33196481874938355, 0.3387011288557552]",44.710143733823855,44.768732251024524,1.0013104077130566
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3278723452641853, 0.34834372553437254, 0.32378392920226223]","[0.32565483612486795, 0.333559020095288, 0.34078614377984423]",43.87813213949453,43.97635549150385,1.0022385490726236
random,100,3,,,,,2,func-random_n-100_d-3,"[0.31262769741184404, 0.36669521729281374, 0.3206770853531978]","[0.30896542130040544, 0.3682035238006091, 0.32283105489898567]",44.65785830336611,44.668702922790835,1.000242837875275
random,100,3,,,,,2,func-random_n-100_d-3,"[0.33258856665370506, 0.34765206948596716, 0.31975936518418274]","[0.31869693718147696, 0.3508714589207518, 0.3304316038977714]",43.64155017222762,43.73763486791255,1.0022016792553368
random,100,3,,,,,2,func-random_n-100_d-3,"[0.31438261788521876, 0.33037136154784547, 0.3552460206853563]","[0.3246044569249345, 0.31614767614365274, 0.35924786693141264]",44.82919045326991,44.88015245448572,1.001136803959664
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3379318926126021, 0.3626799407353486, 0.2993881691111152]","[0.33422923155089956, 0.3646023897339808, 0.3011683787151193]",40.72080018889398,40.72475600148534,1.0000971447656481
random,100,3,,,,,2,func-random_n-100_d-3,"[0.35177189817639204, 0.32395755401730403, 0.3242705480055213]","[0.34115417408210597, 0.3241163655654228, 0.3347294603524714]",42.57159629648328,42.632899501334535,1.0014400024942527
random,100,3,,,,,2,func-random_n-100_d-3,"[0.31555464793162935, 0.354259491369775, 0.3301858608755374]","[0.31697861064895366, 0.33805303414160426, 0.34496835520944197]",44.43504974604634,44.48110442695223,1.001036449405798
random,100,3,,,,,2,func-random_n-100_d-3,"[0.33472846253372474, 0.3328443156389445, 0.3324272223316022]","[0.3328159126162938, 0.34638802894627074, 0.3207960584374358]",40.574131585337994,40.64369070441984,1.0017143711119372
random,100,3,,,,,2,func-random_n-100_d-3,"[0.3221922254254933, 0.339513543875143, 0.3382942311471814]","[0.33283946254929075, 0.35327848615791674, 0.31388205129279245]",41.31311564582381,41.577022268403766,1.006387962235587
