func,n,d,n_clusters,noise,weights,centers,dataset_num,title,optimal,mean,optimal_sc,mean_sc,distortion
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.46488371646419474, 0.1459415706512252, 0.3891747134227308]","[0.4687759531462007, 0.1392241616631121, 0.39199988519068735]",11.175900138134743,11.183401971128522,1.0006712508971138
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.4037917273610673, 0.08053148903484593, 0.5156767836043654]","[0.40148051646499455, 0.08651320617653824, 0.5120062773584673]",7.221890435758604,7.229261167588867,1.0010206097552752
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.17259944784709325, 0.4800067307681633, 0.3473938213852834]","[0.16894850228324465, 0.48275244097863, 0.34829905673812545]",9.379061132714824,9.386500443091068,1.000793182843248
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.5019415071309966, 0.24162313560492105, 0.2564353572736768]","[0.520813663737751, 0.2214226682055448, 0.2577636680567044]",11.531757263722046,11.572155461133129,1.003503212605608
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.5274391944972894, 0.2533653799932566, 0.2191954255237908]","[0.530972936444567, 0.2594877835728855, 0.2095392799825475]",10.48906920943583,10.535776322137986,1.0044529320733377
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.4362216559293514, 0.4888654316952696, 0.07491291237706599]","[0.4332485297484155, 0.48922408033495474, 0.07752738991662983]",6.272145426436048,6.278931592722904,1.0010819529563604
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.38356279969172014, 0.16673822947318412, 0.4496989709237027]","[0.38356823358044073, 0.16772782115707177, 0.4487039452624875]",33.02469202879577,33.02469202879578,1.0000000000000004
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.1692972099301656, 0.30376192991548107, 0.5269408617210702]","[0.16367272284188722, 0.30887153680353624, 0.5274557403545767]",12.391968553881414,12.39196855388141,0.9999999999999997
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.1956455634743184, 0.5307187854556026, 0.2736356516713132]","[0.19964076391527286, 0.5252330523970721, 0.27512618368765507]",11.363602373274551,11.370556205287727,1.000611939047562
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.36884554074394166, 0.23560783158526968, 0.39554662767109056]","[0.373823041556336, 0.23586365759931557, 0.3903133008443483]",6.692796272972584,6.72646185307488,1.0050301217501938
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.45117499183030313, 0.2967575753316776, 0.2520674328383637]","[0.4522604731030252, 0.2968975022633807, 0.25084202463359406]",12.450009320205133,12.450009320205128,0.9999999999999996
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.3496415258122796, 0.5930832786213491, 0.057275195598486074]","[0.34485205545313014, 0.590807063510238, 0.06434088103663181]",6.537229490157108,6.55484279788105,1.0026943076957084
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.3719934546805301, 0.3014010814506388, 0.3266054645236003]","[0.375493698886302, 0.3029885650846522, 0.3215177360290457]",24.047628551254935,24.05037451037173,1.000114188353789
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.4001662511985793, 0.387665025975841, 0.2121687234534242]","[0.4039160733674423, 0.3813335382668218, 0.21475038836573573]",20.993105401644133,21.000709193166582,1.0003622042273868
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.320921477670319, 0.31378175289800514, 0.36529676982131587]","[0.32814986693547626, 0.3072251294104307, 0.3646250036540931]",9.164326931625704,9.178580153225612,1.0015552938809638
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.41020881483196775, 0.4103772592339936, 0.17941392598269149]","[0.3989572292590533, 0.41516369092069605, 0.18587907982025065]",11.842325662641294,11.876017417835795,1.002845028599474
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.15592268989569064, 0.4400149289203359, 0.4040623821540115]","[0.17552372635272032, 0.42471366717406833, 0.3997626064732113]",12.532116435405944,12.574158067597066,1.0033547112658756
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.22053592628273827, 0.29100649623697766, 0.48845757748311047]","[0.20343903740619468, 0.28916307763552207, 0.5073978849582833]",13.844046216236778,13.877117265548845,1.0023888282945257
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.3204530362336902, 0.3955212015417044, 0.28402576311095595]","[0.31641691900849095, 0.4054919004769901, 0.278091180514519]",12.485959377686697,12.506208475503279,1.0016217494550532
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.40345169225908367, 0.20555185019630648, 0.3909964576862005]","[0.39890980898360817, 0.21371798871486508, 0.3873722023015268]",17.54444022831432,17.54444022831432,1.0
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.4374322267746411, 0.27930746350071206, 0.28326030972518706]","[0.44266424768128176, 0.27121107363472974, 0.2861246786839884]",8.002877369495177,8.040919630840566,1.0047535729449504
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.35747825456496773, 0.2446775484506464, 0.39784419698645945]","[0.3520807954699992, 0.24640600905118945, 0.40151319547881154]",19.70900968392358,19.714588801632864,1.0002830744821154
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.35465805700754227, 0.5192101484661522, 0.12613179467917773]","[0.3548904649084131, 0.5235262854869905, 0.12158324960459652]",19.979990389702,19.97999038970201,1.0000000000000004
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.29012815586202034, 0.49392398145733674, 0.21594786268173105]","[0.2796602192516262, 0.5026105730905236, 0.21772920765785003]",18.91176566633275,18.963153145525848,1.0027172227120271
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.1716679402305228, 0.30568421719694205, 0.5226478445296867]","[0.16658587930899224, 0.3073138038607164, 0.5261003168302913]",23.523289695357555,23.52876203829212,1.000232635103569
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.33094002033088854, 0.23536329670995798, 0.4336966830062699]","[0.31863172848528964, 0.2427010688909006, 0.43866720262380987]",22.5450168558873,22.545016855887305,1.0000000000000002
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.22726038858154757, 0.37297656277201124, 0.399763048743642]","[0.22349986835001392, 0.3754761766981238, 0.4010239549518624]",8.036788086942828,8.048277385185795,1.0014295883030229
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.20393804698718573, 0.2933515323589055, 0.5027104212160132]","[0.19917787070763457, 0.2954862732723931, 0.5053358560199723]",15.096155932923592,15.105874001381661,1.0006437445732046
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.02037179469636872, 0.43350840195223256, 0.5461198033680985]","[0.028167501899050502, 0.4231781074039916, 0.5486543906969578]",7.531325020055885,7.616047764752954,1.0112493810148218
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.48776491763979085, 0.39032692732096935, 0.12190815513018974]","[0.4886348032358269, 0.3871277228356363, 0.12423747392853662]",13.796140159895947,13.799653921156446,1.0002546916180741
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.6247143539999884, 0.04854368709478449, 0.32674195996998534]","[0.6104475741281414, 0.053383984690615865, 0.3361684411812426]",11.926563223777478,11.957083092542161,1.0025589826836148
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.1345383880056137, 0.5872422065505456, 0.27821940544312757]","[0.12816369243764142, 0.586447817037012, 0.28538849052534676]",7.362065703368017,7.40561698566763,1.005915633472232
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.3368007244094978, 0.45335614837879584, 0.20984312722445914]","[0.3456871855351356, 0.45665328673789835, 0.19765952772696602]",12.194578309533313,12.217022501719518,1.0018405058064745
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.45445536452870655, 0.4293103459355654, 0.11623428953973096]","[0.45643349726575044, 0.43206795205182486, 0.11149855068242483]",7.285823059229717,7.299167826389912,1.001831607362917
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.29198119621241586, 0.24873505396393564, 0.45928374988407966]","[0.2902099100760601, 0.2502182644889337, 0.4595718254350059]",22.847070116373978,22.85050739990593,1.0001504474540692
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.38936484009988737, 0.43228485799855, 0.17835030190383286]","[0.3911822220123631, 0.4350915039216319, 0.17372627406600533]",8.459093937573423,8.474288239702041,1.0017962091733168
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.4338873358033651, 0.08466365179444331, 0.48144901245941174]","[0.44066590303930103, 0.07762058257137094, 0.48171351438932797]",8.012585054318192,8.061731241631573,1.0061336244146195
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.1223441626236783, 0.30773544234928485, 0.5699203953021711]","[0.13051364877472355, 0.30343238319299404, 0.5660539680322825]",17.68095651050284,17.702733829927794,1.0012316822006784
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.19384467406447373, 0.5876768314911421, 0.21847849444549566]","[0.19465672877645543, 0.5880739612334474, 0.21726930999009725]",21.19669646034602,21.19797362200355,1.0000602528634555
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.250221410922844, 0.4739758114085633, 0.275802777672855]","[0.24616101955420822, 0.4775616522378611, 0.2762773282079307]",8.035464630995492,8.047700238706128,1.0015227007114733
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.5490228450533219, 0.2696417915465789, 0.18133536340096604]","[0.5518201239689188, 0.24617285075311635, 0.20200702527796482]",15.178237454884737,15.223389665358132,1.0029747993209095
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.3656335417732488, 0.21894650789929188, 0.41541995038815843]","[0.3646480063435959, 0.22009788301771122, 0.415254110638693]",15.84987057772738,15.84987057772738,1.0
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.31433829897507265, 0.3681622147548086, 0.3174994862761549]","[0.31272308244825175, 0.37237405733795037, 0.3149028602137979]",8.08906678249781,8.103832131706994,1.001825346434416
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.2801760015965182, 0.3267965652559422, 0.39302743314865163]","[0.2934897904429176, 0.30876768170380253, 0.3977425278532798]",7.540355436359129,7.706832107003701,1.022078093274202
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.1916490356187853, 0.45338112125503455, 0.3549698431562128]","[0.18651035024663062, 0.4688888411821967, 0.34460080857117265]",16.49321905350246,16.54350359158156,1.0030488007171905
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.1908718236696495, 0.5969496431974501, 0.21217853438476705]","[0.18650959763587627, 0.6009396981529078, 0.2125507042112158]",19.301585920177942,19.313544027293386,1.0006195401333806
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.12638258202624614, 0.5448297255756014, 0.32878769240521033]","[0.11490359394876665, 0.5515845378582821, 0.3335118681929511]",33.57509377801968,33.61285228969186,1.001124598844662
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.3395982069381908, 0.34784218909154113, 0.31255960397066324]","[0.3417062536237694, 0.34367137450489693, 0.3146223718713335]",23.259182916607294,23.259182916607298,1.0000000000000002
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.5659470643708158, 0.29131482076549164, 0.14273811486402135]","[0.5696164259922737, 0.27851400851951824, 0.1518695654882079]",25.76148180043833,25.76148180043834,1.0000000000000004
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.29515788176276886, 0.3453159060009429, 0.3595262122407056]","[0.2849832430435617, 0.35470485420669945, 0.36031190274973857]",26.57153455783797,26.571534557837968,0.9999999999999999
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.21553374903665293, 0.4172949278065917, 0.3671713231570316]","[0.2136866006231737, 0.42107463914974125, 0.3652387602270851]",9.550916106108165,9.55525130028347,1.0004539034923081
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.0917589475757027, 0.4412774545635253, 0.46696359792986525]","[0.10928574867387841, 0.4288442637785503, 0.46186998754757114]",10.462799000998846,10.495861983273855,1.003160051365973
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.22108604021939135, 0.6111796489245963, 0.16773431106795175]","[0.22653070381687496, 0.59538177853311, 0.17808751765001504]",16.581907861672082,16.612058132605096,1.0018182630843526
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.4876748274253907, 0.18354911732970464, 0.32877605524979653]","[0.49730656620787445, 0.1732143402736102, 0.3294790935185155]",7.1398813218398764,7.197899707043093,1.0081259593245264
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.2828715037617236, 0.5217162242657668, 0.19541227197472802]","[0.28189618618076584, 0.5233270412089003, 0.19477677261033396]",36.68435133964052,36.68435133964053,1.0000000000000002
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.259494231732872, 0.2692031084848819, 0.4713026597865086]","[0.2603969703129433, 0.2666521536747726, 0.47295087601228397]",24.508900041999002,24.516885349414835,1.0003258125579748
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.2195017101246348, 0.5281030668191427, 0.25239522308130885]","[0.22016706881787393, 0.5315873000193249, 0.24824563116280135]",26.73879658924814,26.738796589248132,0.9999999999999998
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.18767842863983783, 0.5209527466109342, 0.29136882476838555]","[0.19084710212886757, 0.5201847217628877, 0.2889681761082448]",35.3139513899169,35.31395138991691,1.0000000000000002
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.3781717181315381, 0.47144606749003687, 0.15038221766456947]","[0.37980613332867974, 0.4692756460155875, 0.15091822065573274]",25.06830445732755,25.068304457327546,0.9999999999999999
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.4199379850077213, 0.3703211892656679, 0.20974082603436012]","[0.4174755971023733, 0.3624540481008126, 0.22007035479681414]",9.482578597089393,9.532793884132039,1.0052955308019338
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.06601863660378887, 0.46036783215430876, 0.4736135312386029]","[0.07742118807979641, 0.45326203964469036, 0.4693167722755129]",8.034607403222616,8.06985836927609,1.0043873912295125
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.3004445681542362, 0.3426758223493829, 0.3568796095713358]","[0.28678132920995103, 0.3234988114557775, 0.38971985933427145]",13.0410934572015,13.110977449728395,1.0053587525276344
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.27457185017524893, 0.3388305837909859, 0.3865975660363595]","[0.2747975920418191, 0.3407460228513326, 0.3844563851068484]",20.41141715012522,20.413430205364435,1.0000986239820786
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.2664539882721681, 0.26578074700417326, 0.46776526472135144]","[0.2624612722344558, 0.268010304009763, 0.46952842375578113]",8.068022316613188,8.08379661511609,1.0019551629735108
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.3954906332608102, 0.26473523931708215, 0.33977412762130144]","[0.3914942577494247, 0.2718431904787696, 0.33666255177180565]",16.41183116953141,16.41799097250537,1.0003753269766382
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.2875626745904938, 0.30361722429408494, 0.4088201011472117]","[0.28410567175895357, 0.31178463391702416, 0.40410969432402233]",32.402512764320065,32.40527446811303,1.0000852311613315
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.5253209525531266, 0.24312560740069183, 0.2315534400469886]","[0.5228129264530782, 0.24307321208549315, 0.23411386146142857]",11.377861830179187,11.377861830177572,0.9999999999998581
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.4413608129973142, 0.10348598111381854, 0.45515320603550147]","[0.45314297515195917, 0.10910934173417944, 0.4377476831138615]",6.881090445463698,7.01197300031186,1.0190206124865637
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.09026250893073394, 0.6169906499808588, 0.2927468411020221]","[0.09960426093044894, 0.6100305007000962, 0.29036523836945505]",11.210180204330507,11.233543874188108,1.0020841475722733
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.22513102800232637, 0.24301252779687846, 0.5318564442531856]","[0.22187971283205027, 0.24229082081998268, 0.5358294663479669]",18.10328534461977,18.103285344619774,1.0000000000000002
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.5463823664526198, 0.3159052920481326, 0.1377123414999782]","[0.5313977448104903, 0.32624628740658673, 0.14235596778292306]",13.409008432587811,13.443958501239255,1.0026064618295343
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.3318750983947263, 0.5244374958638538, 0.14368740574419595]","[0.32807572297307286, 0.5387812153282486, 0.13314306169867843]",12.546013605930813,12.574914627360336,1.0023036019517675
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.3533458443512849, 0.4663138771362407, 0.18034027851328494]","[0.3661445861110608, 0.45576979845248394, 0.17808561543645543]",16.485040237329326,16.50495049357591,1.0012077772307464
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.3373756455661584, 0.2884142771552733, 0.3742100772786807]","[0.33527556095504674, 0.28809969891989884, 0.3766247401250544]",7.440406110399517,7.444319015485901,1.0005258993969313
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.33033588028316324, 0.43087340600756174, 0.23879071372297453]","[0.33051161634140735, 0.4291975428436657, 0.24029084081492694]",30.326095298874215,30.326536662002496,1.000014553905603
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.3022590480125914, 0.348605071910396, 0.3491358800776434]","[0.31060149877082, 0.3426758598914116, 0.3467226413377684]",8.655616734449751,8.671904621623353,1.0018817708400576
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.11309540223563945, 0.5781341695233552, 0.3087704282657754]","[0.11197876148982833, 0.5858875688623463, 0.3021336696478255]",14.386091613525522,14.390814324985572,1.0003282831492335
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.22637864078553593, 0.4349679787697894, 0.33865338092944325]","[0.22643073614621761, 0.4338445873881785, 0.3397246764656037]",6.406441223990518,6.407939701594306,1.0002339017172557
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.2651776538366023, 0.2902979233352149, 0.4445244228286929]","[0.2731146328018881, 0.2913305985822639, 0.4355547686158481]",12.060334587575516,12.070616195908979,1.0008525143526328
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.24568862306625622, 0.34972496090113003, 0.40458641603302004]","[0.24336940973303953, 0.3532949212261754, 0.4033356690407851]",9.806977105375921,9.817435190843192,1.0010663923607548
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.2645203713121929, 0.17125476987346744, 0.5642248588194275]","[0.2545887393002281, 0.17570480013773956, 0.5697064605620323]",15.679836865239468,15.722239818465562,1.0027042981116785
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.45849062653426614, 0.2100512056214817, 0.3314581678512646]","[0.4578296474196851, 0.2078275471437949, 0.33434280543651984]",7.323554870833794,7.326498337548191,1.0004019177525547
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.3326837456193024, 0.22459524940338962, 0.44272100497752204]","[0.33927255560862996, 0.2143131659362093, 0.44641427845516063]",14.770956953237249,14.786804592468894,1.0010728918432175
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.2892166294057362, 0.2415549859503715, 0.46922838464461264]","[0.3023423637987052, 0.24520762444717487, 0.4524500117541199]",27.57163264346714,27.602872271707707,1.0011330351250698
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.2921706249324171, 0.0996550132167889, 0.6081743618564176]","[0.2945879253692914, 0.0998202058554813, 0.6055918687752273]",30.066759240438397,30.066759240438387,0.9999999999999997
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.18623597521905294, 0.40673203761182974, 0.40703198741139146]","[0.1877064645119375, 0.4071229728695635, 0.4051705626184989]",7.650198011351239,7.655210656778922,1.0006552308084373
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.4875244946819429, 0.09914182264670493, 0.41333368267158976]","[0.48771151665855605, 0.10796968743481784, 0.40431879590662617]",23.348386579101135,23.36608068188131,1.0007578297849502
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.2795116421581167, 0.3631879110913008, 0.3573004467506886]","[0.2796591270631554, 0.36873481284252946, 0.35160606009431533]",33.92258065065541,33.933102089695325,1.0003101603368054
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.2891052367036501, 0.1010429092032482, 0.6098518540932479]","[0.2923364831423573, 0.1023171619325741, 0.6053463549250686]",8.668366233370953,8.67874667036607,1.0011975078942967
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.12014218163444491, 0.5882335409102968, 0.29162427799389645]","[0.12336375550265283, 0.5844561666376723, 0.29218007785967487]",9.922192148197277,9.928500173441467,1.0006357491519993
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.3716305616559965, 0.3130281363502272, 0.31534130503252533]","[0.3742711971171876, 0.31163468500697716, 0.31409411787583535]",21.496118805591777,21.496118805591777,1.0
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.27690253274986126, 0.3851199695033247, 0.3379774977530183]","[0.2752154812830347, 0.38514214719146667, 0.3396423715254986]",8.545251176835931,8.550123791580509,1.0005702131679624
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.5098806288126717, 0.4186658194254461, 0.07145355196369796]","[0.5170074085617112, 0.4100026637118929, 0.07298992772639598]",11.828206267930153,11.839531825028004,1.000957504193054
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.30799779550802336, 0.11540963828974743, 0.5765925662213415]","[0.32054456833363104, 0.1365635570768807, 0.5428918745894883]",12.18866388260707,12.328608726494856,1.011481557391002
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.41410361913624655, 0.3840401935124709, 0.20185618735118738]","[0.41464557447268535, 0.38005871578656086, 0.2052957097407538]",8.073971838530309,8.082163840269,1.0010146185672333
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.32350309859890963, 0.43542996005752616, 0.24106694136810353]","[0.34362407536476197, 0.41734911316217077, 0.2390268114730672]",17.012662069890055,17.047303992171276,1.0020362434837597
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.4606590334556447, 0.22065854316259126, 0.31868242470589697]","[0.4528247504353105, 0.22721130680467228, 0.3199639427600174]",15.267269695091915,15.269186674574351,1.0001255613820101
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.4631346911194933, 0.23734589398266145, 0.2995194149504975]","[0.4630610402117699, 0.23371978854052394, 0.30321917124770614]",7.114607020569484,7.1237648789011185,1.0012871910289856
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.4761381893737331, 0.2674901708010984, 0.25637164188276795]","[0.46399786373048973, 0.2674840169654367, 0.2685181193040736]",21.975447117815396,22.014897633931977,1.0017952088030373
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.6340123674283735, 0.09616827629967678, 0.2698193572623545]","[0.642436574470652, 0.10250488166977247, 0.2550585438595754]",17.242548826745796,17.25489325979363,1.0007159285539435
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.1807061341431235, 0.5764338539141207, 0.2428600119433779]","[0.18035819864325678, 0.5596399638824576, 0.26000183747428574]",22.440953510749004,22.466608788958066,1.001143234764814
clustered,50,3,2.0,0.06,,,3,func-clustered_n-50_d-3_n_clusters-2_noise-0.06,"[0.24084236197068093, 0.2409017026142382, 0.5182559361170875]","[0.24438817948346656, 0.22705888320828102, 0.5285529373082527]",18.050909625466492,18.061230852612567,1.0005717843233515
